ID	ensembleID	na	ns	Na	Ns	cNa	cNs	dnds	Pvalue	PvalueAdj	Gene_Name	
PD30273_39	ENST00000277541	51	2	800	5288	1412.204468	5867.917887	70.9708411017906	2.00123478554484e-45	9.8060504491697e-44	NOTCH1
PD30273_3	ENST00000277541	28	2	800	5288	1352.684967	5586.035666	38.876182669713	1.81151353091023e-24	8.69526494836912e-23	NOTCH1
PD30273_40	ENST00000277541	51	2	800	5288	1412.204468	5867.917887	70.9708411017906	2.00123478554484e-45	9.8060504491697e-44	NOTCH1
PD30273_41	ENST00000277541	51	2	800	5288	1412.204468	5867.917887	70.9708411017906	2.00123478554484e-45	9.8060504491697e-44	NOTCH1
PD30273_42	ENST00000277541	51	2	800	5288	1412.204468	5867.917887	70.9708411017906	2.00123478554484e-45	9.8060504491697e-44	NOTCH1
PD30273_43	ENST00000277541	51	2	800	5288	1412.204468	5867.917887	70.9708411017906	2.00123478554484e-45	9.8060504491697e-44	NOTCH1
PD30273_44	ENST00000277541	51	2	800	5288	1412.204468	5867.917887	70.9708411017906	2.00123478554484e-45	9.8060504491697e-44	NOTCH1
PD30273_45	ENST00000277541	51	2	800	5288	1412.204468	5867.917887	70.9708411017906	2.00123478554484e-45	9.8060504491697e-44	NOTCH1
PD30273_46	ENST00000277541	51	2	800	5288	1412.204468	5867.917887	70.9708411017906	2.00123478554484e-45	9.8060504491697e-44	NOTCH1
PD30273_47	ENST00000277541	51	2	800	5288	1412.204468	5867.917887	70.9708411017906	2.00123478554484e-45	9.8060504491697e-44	NOTCH1
PD30273_48	ENST00000277541	51	2	800	5288	1412.204468	5867.917887	70.9708411017906	2.00123478554484e-45	9.8060504491697e-44	NOTCH1
PD30273_49	ENST00000277541	51	2	800	5288	1410.379915	5861.474551	70.9845573810042	1.96181517768472e-45	9.61289437065512e-44	NOTCH1
PD30273_4	ENST00000277541	37	2	800	5288	1374.445189	5654.517934	51.0731191592586	1.92549414952371e-32	9.43492133266616e-31	NOTCH1
PD30273_50	ENST00000277541	51	2	800	5288	1413.698042	5856.209924	70.7554218913367	2.73522300578142e-45	1.3402592728329e-43	NOTCH1
PD30273_5	ENST00000277541	39	2	800	5288	1349.865826	5806.579672	56.254102851355	9.37818200974363e-36	4.59530918477438e-34	NOTCH1
PD30273_6	ENST00000277541	40	2	800	5288	1396.432707	5913.622016	56.7974172461621	3.90292396376851e-36	1.91243274224657e-34	NOTCH1
PD30273_7	ENST00000277541	41	2	800	5288	1402.928767	5892.956884	57.739724384025	9.1728039241284e-37	4.49467392282292e-35	NOTCH1
PD30273_8	ENST00000277541	41	2	800	5288	1395.521795	5886.157398	57.9778297462324	6.51202309430426e-37	3.19089131620909e-35	NOTCH1
PD30273_9	ENST00000277541	44	2	800	5288	1412.479816	5892.513453	61.5190081054817	3.0364409654167e-39	1.48785607305418e-37	NOTCH1
PD30274_10	ENST00000277541	23	2	800	5288	978.9632178	7153.440997	56.3548943547107	1.06862138946779e-34	4.59507197471151e-33	NOTCH1
PD30274_11	ENST00000277541	23	2	800	5288	975.5121094	7201.629921	56.9318066162115	4.79583906653223e-35	2.06221079860886e-33	NOTCH1
PD30274_12	ENST00000277541	24	2	800	5288	1011.120231	7178.02644	57.1259973107985	2.83040797048154e-35	1.24537950701188e-33	NOTCH1
PD30274_13	ENST00000277541	24	2	800	5288	1012.902205	7151.943018	56.8200739698591	4.334812302189e-35	1.90731741296316e-33	NOTCH1
PD30274_14	ENST00000277541	25	2	800	5288	1014.273104	7139.016334	58.9879526352894	1.65274763305758e-36	7.27208958545335e-35	NOTCH1
PD30274_15	ENST00000277541	25	2	800	5288	1016.332554	7130.093259	58.7959335827789	2.16139649809601e-36	9.51014459162246e-35	NOTCH1
PD30274_16	ENST00000277541	25	2	800	5288	1009.882176	7131.362872	59.1798258704324	1.26406501075425e-36	5.56188604731871e-35	NOTCH1
PD30274_17	ENST00000277541	25	2	800	5288	1009.882176	7131.362872	59.1798258704324	1.26406501075425e-36	5.56188604731871e-35	NOTCH1
PD30274_18	ENST00000277541	25	2	800	5288	1009.882176	7131.362872	59.1798258704324	1.26406501075425e-36	5.56188604731871e-35	NOTCH1
PD30274_19	ENST00000277541	25	2	800	5288	1009.882176	7131.362872	59.1798258704324	1.26406501075425e-36	5.56188604731871e-35	NOTCH1
PD30274_1	ENST00000277541	2	0	800	5288	574.4471858	6341.420358	23.0783407587546	2.61746470897385e-06	7.59064765602417e-05	NOTCH1
PD30274_20	ENST00000277541	25	2	800	5288	1009.882176	7131.362872	59.1798258704324	1.26406501075425e-36	5.56188604731871e-35	NOTCH1
PD30274_21	ENST00000277541	25	2	800	5288	1008.026825	7141.023219	59.3679992262772	9.71806326218995e-37	4.27594783536358e-35	NOTCH1
PD30274_22	ENST00000277541	26	2	800	5288	1012.281965	7145.151682	61.5066526768886	3.85630694078305e-38	1.69677505394454e-36	NOTCH1
PD30274_23	ENST00000277541	27	2	800	5288	1030.338428	7129.719389	62.611389511007	6.54168124548458e-39	2.87833974801322e-37	NOTCH1
PD30274_24	ENST00000277541	27	2	800	5288	1030.338428	7129.719389	62.611389511007	6.54168124548458e-39	2.87833974801322e-37	NOTCH1
PD30274_25	ENST00000277541	27	2	800	5288	1028.308117	7128.622071	62.72474849222	5.57884793035213e-39	2.45469308935494e-37	NOTCH1
PD30274_26	ENST00000277541	27	2	800	5288	1026.286539	7127.529474	62.838065519049	4.75801669150943e-39	2.09352734426415e-37	NOTCH1
PD30274_27	ENST00000277541	27	2	800	5288	1026.286539	7127.529474	62.838065519049	4.75801669150943e-39	2.09352734426415e-37	NOTCH1
PD30274_28	ENST00000277541	28	2	800	5288	1050.23035	7114.006966	63.5550811616391	1.40239703411114e-39	6.170546950089e-38	NOTCH1
PD30274_29	ENST00000277541	28	2	800	5288	1047.981463	7100.94113	63.5743856673541	1.36479670334482e-39	6.0051054947172e-38	NOTCH1
PD30274_2	ENST00000277541	13	0	800	5288	902.5246561	7319.903242	106.436168976481	9.8004590324874e-25	3.82217902267009e-23	NOTCH1
PD30274_30	ENST00000277541	28	2	800	5288	1047.981463	7100.94113	63.5743856673541	1.36479670334482e-39	6.0051054947172e-38	NOTCH1
PD30274_31	ENST00000277541	28	2	800	5288	1071.776593	7087.533224	62.0535747742347	1.16137592569602e-38	5.11005407306249e-37	NOTCH1
PD30274_32	ENST00000277541	28	2	800	5288	1071.776593	7087.533224	62.0535747742347	1.16137592569602e-38	5.11005407306249e-37	NOTCH1
PD30274_33	ENST00000277541	28	2	800	5288	1071.776593	7087.533224	62.0535747742347	1.16137592569602e-38	5.11005407306249e-37	NOTCH1
PD30274_34	ENST00000277541	28	2	800	5288	1071.776593	7087.533224	62.0535747742347	1.16137592569602e-38	5.11005407306249e-37	NOTCH1
PD30274_35	ENST00000277541	28	2	800	5288	1071.776593	7087.533224	62.0535747742347	1.16137592569602e-38	5.11005407306249e-37	NOTCH1
PD30274_36	ENST00000277541	28	2	800	5288	1071.776593	7087.533224	62.0535747742347	1.16137592569602e-38	5.11005407306249e-37	NOTCH1
PD30274_37	ENST00000277541	28	2	800	5288	1071.776593	7087.533224	62.0535747742347	1.16137592569602e-38	5.11005407306249e-37	NOTCH1
PD30274_38	ENST00000277541	28	2	800	5288	1071.776593	7087.533224	62.0535747742347	1.16137592569602e-38	5.11005407306249e-37	NOTCH1
PD30274_39	ENST00000277541	28	2	800	5288	1071.776593	7087.533224	62.0535747742347	1.16137592569602e-38	5.11005407306249e-37	NOTCH1
PD30274_3	ENST00000277541	13	1	800	5288	915.5236416	7331.568522	52.5523919073419	2.0845519115745e-22	8.12975245514054e-21	NOTCH1
PD30274_40	ENST00000277541	28	2	800	5288	1069.491356	7107.325733	62.3581826250247	7.56326281486569e-39	3.32783563854091e-37	NOTCH1
PD30274_41	ENST00000277541	28	2	800	5288	1069.491356	7107.325733	62.3581826250247	7.56326281486569e-39	3.32783563854091e-37	NOTCH1
PD30274_42	ENST00000277541	28	2	800	5288	1067.215842	7109.430077	62.5088353332996	6.1177112597227e-39	2.69179295427799e-37	NOTCH1
PD30274_43	ENST00000277541	28	2	800	5288	1067.215842	7109.430077	62.5088353332996	6.1177112597227e-39	2.69179295427799e-37	NOTCH1
PD30274_44	ENST00000277541	28	2	800	5288	1066.596022	7149.203449	62.8930068001572	3.5619166127328e-39	1.56724330960243e-37	NOTCH1
PD30274_45	ENST00000277541	28	2	800	5288	1066.596022	7149.203449	62.8930068001572	3.5619166127328e-39	1.56724330960243e-37	NOTCH1
PD30274_46	ENST00000277541	28	2	800	5288	1066.596022	7149.203449	62.8930068001572	3.5619166127328e-39	1.56724330960243e-37	NOTCH1
PD30274_47	ENST00000277541	28	2	800	5288	1066.596022	7149.203449	62.8930068001572	3.5619166127328e-39	1.56724330960243e-37	NOTCH1
PD30274_48	ENST00000277541	28	2	800	5288	1064.336285	7147.973289	63.0150423986218	2.99961576450203e-39	1.34982709402591e-37	NOTCH1
PD30274_49	ENST00000277541	28	2	800	5288	1064.336285	7147.973289	63.0150423986218	2.99961576450203e-39	1.34982709402591e-37	NOTCH1
PD30274_4	ENST00000277541	15	1	800	5288	917.4642816	7330.108515	60.4214759256084	7.67009277333676e-26	3.14473803706807e-24	NOTCH1
PD30274_50	ENST00000277541	28	2	800	5288	1064.336285	7147.973289	63.0150423986218	2.99961576450203e-39	1.34982709402591e-37	NOTCH1
PD30274_5	ENST00000277541	19	2	800	5288	998.5097513	7215.068083	46.0969637163522	4.62136972084597e-28	1.89476158554685e-26	NOTCH1
PD30274_6	ENST00000277541	20	2	800	5288	975.4287166	7234.832747	49.7805327980506	2.18951088204291e-30	9.19594570458023e-29	NOTCH1
PD30274_7	ENST00000277541	21	2	800	5288	964.0961356	7244.046692	52.9300868847226	2.13266454424531e-32	8.9571910858303e-31	NOTCH1
PD30274_8	ENST00000277541	21	2	800	5288	963.7090245	7206.674361	52.6797566255436	3.01190711912545e-32	1.26500099003269e-30	NOTCH1
PD30274_9	ENST00000277541	23	2	800	5288	965.5676255	7153.688797	57.1340648359728	3.62142659929689e-35	1.55721343769766e-33	NOTCH1
PD30986_10	ENST00000277541	35	2	800	5288	1307.392489	6219.319435	55.8321428738145	2.64556817609336e-35	1.26987272452481e-33	NOTCH1
PD30986_11	ENST00000277541	35	2	800	5288	1311.976597	6260.330277	56.0029136688429	2.07312506039447e-35	9.95100028989344e-34	NOTCH1
PD30986_12	ENST00000277541	36	2	800	5288	1312.094664	6259.239631	57.5783459325157	1.93939378465279e-36	9.30909016633337e-35	NOTCH1
PD30986_13	ENST00000277541	38	2	800	5288	1308.81655	6270.953807	61.0233372573618	1.1134038948499e-38	5.34433869527951e-37	NOTCH1
PD30986_14	ENST00000277541	40	2	800	5288	1311.676014	6320.635682	64.5833017151343	5.4089223664555e-41	2.59628273589864e-39	NOTCH1
PD30986_15	ENST00000277541	40	2	800	5288	1317.234966	6312.75003	64.232335844325	8.95436738799746e-41	4.29809634623878e-39	NOTCH1
PD30986_16	ENST00000277541	41	2	800	5288	1329.70185	6301.156643	65.0965789092745	2.3277584023846e-41	1.11732403314461e-39	NOTCH1
PD30986_17	ENST00000277541	41	2	800	5288	1329.70185	6301.156643	65.0965789092745	2.3277584023846e-41	1.11732403314461e-39	NOTCH1
PD30986_18	ENST00000277541	41	2	800	5288	1340.358543	6328.358308	64.8590260999043	3.27553391737546e-41	1.57225628034022e-39	NOTCH1
PD30986_19	ENST00000277541	41	2	800	5288	1338.732459	6328.737796	64.9412759414289	2.91017668480964e-41	1.39688480870863e-39	NOTCH1
PD30986_1	ENST00000277541	4	0	800	5288	1165.914726	4891.655639	17.7822072400859	4.1924570170891e-05	0.000545019412221583	NOTCH1
PD30986_20	ENST00000277541	42	2	800	5288	1338.2751	6319.285635	66.4408166826088	3.03885113118167e-42	1.4586485429672e-40	NOTCH1
PD30986_21	ENST00000277541	42	2	800	5288	1338.2751	6319.285635	66.4408166826088	3.03885113118167e-42	1.4586485429672e-40	NOTCH1
PD30986_22	ENST00000277541	42	2	800	5288	1338.2751	6319.285635	66.4408166826088	3.03885113118167e-42	1.4586485429672e-40	NOTCH1
PD30986_23	ENST00000277541	42	2	800	5288	1338.2751	6319.285635	66.4408166826088	3.03885113118167e-42	1.4586485429672e-40	NOTCH1
PD30986_24	ENST00000277541	43	2	800	5288	1334.1217	6317.785681	68.2093959851389	2.15404876197206e-43	1.03394340574659e-41	NOTCH1
PD30986_25	ENST00000277541	43	2	800	5288	1332.404684	6313.030383	68.2457100380973	2.04425647911645e-43	9.81243109975898e-42	NOTCH1
PD30986_26	ENST00000277541	43	2	800	5288	1332.404684	6313.030383	68.2457100380973	2.04425647911645e-43	9.81243109975898e-42	NOTCH1
PD30986_27	ENST00000277541	43	2	800	5288	1330.207121	6305.321145	68.2748353131592	1.96025689387568e-43	9.40923309060326e-42	NOTCH1
PD30986_28	ENST00000277541	43	2	800	5288	1330.207121	6305.321145	68.2748353131592	1.96025689387568e-43	9.40923309060326e-42	NOTCH1
PD30986_29	ENST00000277541	44	2	800	5288	1344.122372	6298.296427	69.0584852889669	5.74637547123651e-44	2.75826022619352e-42	NOTCH1
PD30986_2	ENST00000277541	16	2	800	5288	1215.238724	5389.858013	23.9878703678746	1.17822059915107e-14	5.30199269617982e-13	NOTCH1
PD30986_30	ENST00000277541	44	2	800	5288	1344.122372	6298.296427	69.0584852889669	5.74637547123651e-44	2.75826022619352e-42	NOTCH1
PD30986_31	ENST00000277541	44	2	800	5288	1344.122372	6298.296427	69.0584852889669	5.74637547123651e-44	2.75826022619352e-42	NOTCH1
PD30986_32	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_33	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_34	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_35	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_36	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_37	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_38	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_39	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_3	ENST00000277541	20	2	800	5288	1255.917228	5962.71748	31.9846627206763	9.43611250057751e-20	4.52933400027721e-18	NOTCH1
PD30986_40	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_41	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_42	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_43	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_44	ENST00000277541	44	2	800	5288	1342.401344	6293.712772	69.0965148775457	5.43973891297252e-44	2.61107467822681e-42	NOTCH1
PD30986_45	ENST00000277541	44	2	800	5288	1340.075357	6319.09697	69.4936894351084	3.06797819705658e-44	1.47262953458716e-42	NOTCH1
PD30986_46	ENST00000277541	44	2	800	5288	1340.075357	6319.09697	69.4936894351084	3.06797819705658e-44	1.47262953458716e-42	NOTCH1
