ID	ensembleID	na	ns	Na	Ns	cNa	cNs	dnds	Pvalue	PvalueAdj	Gene_Name	
PD30272_2	ENST00000269305	0	1	138	831	180.1952831	657.9538731	0.5	0.600746007724312	0.641627958834004	TP53
PD30272_30	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_31	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_32	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_33	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_34	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_35	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_36	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_37	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_38	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_39	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_3	ENST00000269305	0	1	138	831	178.9665588	645.4517332	0.5	0.598493959907051	0.640504372761174	TP53
PD30272_40	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_41	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_42	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_43	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_44	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_45	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_46	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_47	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_48	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_49	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_4	ENST00000269305	0	1	138	831	178.3854985	645.4068649	0.5	0.599075629194011	0.640983441003034	TP53
PD30272_50	ENST00000269305	0	1	138	831	176.2305801	649.4692023	0.5	0.602430588722343	0.649761989324428	TP53
PD30272_5	ENST00000269305	0	1	138	831	177.2346243	646.9721128	0.5	0.600697780956337	0.644759049891266	TP53
PD30272_6	ENST00000269305	0	1	138	831	176.6647381	648.0839988	0.5	0.601596024102386	0.646396179312819	TP53
PD30272_7	ENST00000269305	0	1	138	831	176.7936171	648.3723989	0.5	0.601544342344459	0.649373326746178	TP53
PD30272_8	ENST00000269305	0	1	138	831	176.7936171	648.3723989	0.5	0.601544342344459	0.649373326746178	TP53
PD30272_9	ENST00000269305	0	1	138	831	176.7936171	648.3723989	0.5	0.601544342344459	0.649373326746178	TP53
PD30273_10	ENST00000269305	9	1	138	831	192.0868076	721.4587448	17.4015477541832	8.6740382912402e-08	1.06256969067692e-06	TP53
PD30273_11	ENST00000269305	9	1	138	831	192.8998828	720.3067488	17.3034335871561	9.50162261318163e-08	1.16394877011475e-06	TP53
PD30273_12	ENST00000269305	9	1	138	831	192.7273052	722.7118573	17.3746372210989	8.89355881189915e-08	1.08946095445765e-06	TP53
PD30273_13	ENST00000269305	10	1	138	831	193.019275	721.4493682	19.1885317075199	1.40147899202682e-08	1.71681176523286e-07	TP53
PD30273_14	ENST00000269305	10	1	138	831	192.7451453	720.5743692	19.19241292896	1.39640160443567e-08	1.71059196543369e-07	TP53
PD30273_15	ENST00000269305	10	1	138	831	192.4905282	720.801883	19.2230480829446	1.35696614503075e-08	1.66228352766267e-07	TP53
PD30273_16	ENST00000269305	10	1	138	831	192.2365829	721.4515191	19.264678091352	1.30515899235262e-08	1.59881976563195e-07	TP53
PD30273_17	ENST00000269305	10	1	138	831	193.0660238	722.4698544	19.2104349118522	1.37306569001257e-08	1.68200547026539e-07	TP53
PD30273_18	ENST00000269305	10	1	138	831	192.3098906	721.1153806	19.2487855759822	1.32469871598682e-08	1.62275592708385e-07	TP53
PD30273_19	ENST00000269305	10	1	138	831	192.0591606	721.6855998	19.2881066840401	1.2768789110098e-08	1.56417666598701e-07	TP53
PD30273_20	ENST00000269305	10	1	138	831	191.8090836	722.3287776	19.3293683501025	1.22855687943092e-08	1.50498217730288e-07	TP53
PD30273_21	ENST00000269305	10	1	138	831	191.8090836	722.3287776	19.3293683501025	1.22855687943092e-08	1.50498217730288e-07	TP53
PD30273_22	ENST00000269305	10	1	138	831	191.8090836	722.3287776	19.3293683501025	1.22855687943092e-08	1.50498217730288e-07	TP53
PD30273_23	ENST00000269305	10	1	138	831	191.8090836	722.3287776	19.3293683501025	1.22855687943092e-08	1.50498217730288e-07	TP53
PD30273_24	ENST00000269305	10	1	138	831	191.9168257	722.3895409	19.3203806066807	1.23892406485257e-08	1.5176819794444e-07	TP53
PD30273_25	ENST00000269305	10	1	138	831	191.9168257	722.3895409	19.3203806066807	1.23892406485257e-08	1.5176819794444e-07	TP53
PD30273_26	ENST00000269305	10	1	138	831	191.9168257	722.3895409	19.3203806066807	1.23892406485257e-08	1.5176819794444e-07	TP53
PD30273_27	ENST00000269305	10	1	138	831	191.9168257	722.3895409	19.3203806066807	1.23892406485257e-08	1.5176819794444e-07	TP53
PD30273_28	ENST00000269305	10	1	138	831	191.9168257	722.3895409	19.3203806066807	1.23892406485257e-08	1.5176819794444e-07	TP53
PD30273_29	ENST00000269305	10	1	138	831	191.6675831	722.7406826	19.3540146150567	1.20057152192463e-08	1.47070011435767e-07	TP53
PD30273_2	ENST00000269305	4	1	138	831	194.5212531	714.1599956	7.84274516762302	0.00140222422869879	0.0123395732125493	TP53
PD30273_30	ENST00000269305	10	1	138	831	191.6675831	722.7406826	19.3540146150567	1.20057152192463e-08	1.47070011435767e-07	TP53
PD30273_31	ENST00000269305	10	1	138	831	191.6675831	722.7406826	19.3540146150567	1.20057152192463e-08	1.47070011435767e-07	TP53
PD30273_32	ENST00000269305	10	1	138	831	191.418987	722.6225135	19.3754136887163	1.1767916116552e-08	1.44156972427762e-07	TP53
PD30273_33	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_34	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_35	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_36	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_37	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_38	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_39	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_3	ENST00000269305	4	1	138	831	190.6745538	729.1895428	8.14852496851628	0.00107719838551924	0.00861758708415388	TP53
PD30273_40	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_41	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_42	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_43	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_44	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_45	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_46	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_47	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_48	ENST00000269305	10	1	138	831	190.9237244	722.0371624	19.4090477013552	1.14036527409441e-08	1.39694746076566e-07	TP53
PD30273_49	ENST00000269305	10	1	138	831	190.6770529	721.1042979	19.4090477048169	1.14036527040405e-08	1.39694745624496e-07	TP53
PD30273_4	ENST00000269305	4	1	138	831	190.3479958	724.4831705	8.11219646632077	0.00111143741840294	0.00907673891695732	TP53
PD30273_50	ENST00000269305	10	1	138	831	191.9183258	721.1203093	19.2871665275855	1.27800184159895e-08	1.56555225595871e-07	TP53
PD30273_5	ENST00000269305	6	1	138	831	189.0958683	723.9422892	11.9853216367182	2.19499336202324e-05	0.000179257791231898	TP53
PD30273_6	ENST00000269305	8	1	138	831	190.1172544	725.5976351	15.7663184073418	4.67986112575333e-07	5.3755317401392e-06	TP53
PD30273_7	ENST00000269305	8	1	138	831	192.3987179	723.5135874	15.5419627593579	5.7537750461571e-07	5.63869954523396e-06	TP53
PD30273_8	ENST00000269305	9	1	138	831	192.6243021	720.6277852	17.3349735627673	9.22730118657781e-08	1.13034439535578e-06	TP53
PD30273_9	ENST00000269305	9	1	138	831	192.4875963	721.2139646	17.3606336360594	9.0099850964536e-08	1.10372317431557e-06	TP53
PD30274_10	ENST00000269305	4	1	138	831	147.9735971	826.4575094	11.6703374871868	5.38262705667111e-05	0.000771509878122859	TP53
PD30274_11	ENST00000269305	4	1	138	831	147.633898	830.786813	11.7546891229547	5.01338178075305e-05	0.000718584721907938	TP53
PD30274_12	ENST00000269305	4	1	138	831	147.5141633	829.6130612	11.7479106092723	5.0420896343595e-05	0.00073950647970606	TP53
PD30274_13	ENST00000269305	4	1	138	831	147.3023893	832.8255035	11.8076985031634	4.79447252997392e-05	0.000703189304396175	TP53
PD30274_14	ENST00000269305	4	1	138	831	148.2657639	831.5143539	11.7165388964755	5.17711980687711e-05	0.000759310905008643	TP53
PD30274_15	ENST00000269305	4	1	138	831	149.8181022	829.2678461	11.5703290713557	5.85600111030732e-05	0.000858880162845074	TP53
PD30274_16	ENST00000269305	4	1	138	831	148.8388989	828.1174391	11.6277017664097	5.57954281612763e-05	0.000818332946365386	TP53
PD30274_17	ENST00000269305	4	1	138	831	148.8388989	828.1174391	11.6277017664097	5.57954281612763e-05	0.000818332946365386	TP53
PD30274_18	ENST00000269305	4	1	138	831	148.8388989	828.1174391	11.6277017664097	5.57954281612763e-05	0.000818332946365386	TP53
PD30274_19	ENST00000269305	4	1	138	831	148.8388989	828.1174391	11.6277017664097	5.57954281612763e-05	0.000818332946365386	TP53
PD30274_20	ENST00000269305	4	1	138	831	148.8388989	828.1174391	11.6277017664097	5.57954281612763e-05	0.000818332946365386	TP53
PD30274_21	ENST00000269305	4	1	138	831	148.5153361	828.0174074	11.6505980344342	5.47291127394684e-05	0.000802693653512204	TP53
PD30274_22	ENST00000269305	4	1	138	831	150.3673553	828.4195428	11.5186089413784	6.11700736451484e-05	0.000897161080128843	TP53
PD30274_23	ENST00000269305	4	1	138	831	151.5997275	826.6302998	11.4054325285644	6.72968892498116e-05	0.000987021042330571	TP53
PD30274_24	ENST00000269305	4	1	138	831	151.5997275	826.6302998	11.4054325285644	6.72968892498116e-05	0.000987021042330571	TP53
PD30274_25	ENST00000269305	4	1	138	831	151.273004	826.3707377	11.42555467068	6.6164159049612e-05	0.000970407666060975	TP53
PD30274_26	ENST00000269305	4	1	138	831	150.9476857	826.1122921	11.4456768186808	6.50505950973056e-05	0.000954075394760483	TP53
PD30274_27	ENST00000269305	4	1	138	831	150.9476857	826.1122921	11.4456768186808	6.50505950973056e-05	0.000954075394760483	TP53
PD30274_28	ENST00000269305	4	1	138	831	151.9532285	824.3395189	11.3499112133047	7.05244907172664e-05	0.00103435919718657	TP53
PD30274_29	ENST00000269305	4	1	138	831	151.6278468	824.7419218	11.3785020588975	6.88434489645623e-05	0.00100970391814691	TP53
PD30274_2	ENST00000269305	1	0	138	831	120.7058165	869.4342461	8.20291922386358	0.00727850886049374	0.0567723691118511	TP53
PD30274_30	ENST00000269305	4	1	138	831	151.6278468	824.7419218	11.3785020588975	6.88434489645623e-05	0.00100970391814691	TP53
PD30274_31	ENST00000269305	4	1	138	831	152.6276391	822.9796527	11.2841496802659	7.45493765156171e-05	0.00109339085556238	TP53
PD30274_32	ENST00000269305	4	1	138	831	152.6276391	822.9796527	11.2841496802659	7.45493765156171e-05	0.00109339085556238	TP53
PD30274_33	ENST00000269305	4	1	138	831	152.6276391	822.9796527	11.2841496802659	7.45493765156171e-05	0.00109339085556238	TP53
PD30274_34	ENST00000269305	4	1	138	831	152.6276391	822.9796527	11.2841496802659	7.45493765156171e-05	0.00109339085556238	TP53
PD30274_35	ENST00000269305	4	1	138	831	152.6276391	822.9796527	11.2841496802659	7.45493765156171e-05	0.00109339085556238	TP53
PD30274_36	ENST00000269305	4	1	138	831	152.6276391	822.9796527	11.2841496802659	7.45493765156171e-05	0.00109339085556238	TP53
PD30274_37	ENST00000269305	4	1	138	831	152.6276391	822.9796527	11.2841496802659	7.45493765156171e-05	0.00109339085556238	TP53
PD30274_38	ENST00000269305	4	1	138	831	152.6276391	822.9796527	11.2841496802659	7.45493765156171e-05	0.00109339085556238	TP53
PD30274_39	ENST00000269305	4	1	138	831	152.6276391	822.9796527	11.2841496802659	7.45493765156171e-05	0.00109339085556238	TP53
PD30274_3	ENST00000269305	1	0	138	831	140.9365412	847.6789974	7.01461473498968	0.0141878756573937	0.0790467358054793	TP53
PD30274_40	ENST00000269305	4	1	138	831	152.3022071	822.1434387	11.296211747085	7.37942068540829e-05	0.00108231503385988	TP53
PD30274_41	ENST00000269305	4	1	138	831	152.3022071	822.1434387	11.296211747085	7.37942068540829e-05	0.00108231503385988	TP53
PD30274_42	ENST00000269305	4	1	138	831	151.9781598	822.6411078	11.3257806106164	7.19753650344502e-05	0.00105563868717194	TP53
PD30274_43	ENST00000269305	4	1	138	831	151.9781598	822.6411078	11.3257806106164	7.19753650344502e-05	0.00105563868717194	TP53
PD30274_44	ENST00000269305	4	1	138	831	152.2041656	823.6379089	11.3228037735125	7.21564172727033e-05	0.00105829411999965	TP53
PD30274_45	ENST00000269305	4	1	138	831	152.2041656	823.6379089	11.3228037735125	7.21564172727033e-05	0.00105829411999965	TP53
PD30274_46	ENST00000269305	4	1	138	831	152.2041656	823.6379089	11.3228037735125	7.21564172727033e-05	0.00105829411999965	TP53
PD30274_47	ENST00000269305	4	1	138	831	152.2041656	823.6379089	11.3228037735125	7.21564172727033e-05	0.00105829411999965	TP53
PD30274_48	ENST00000269305	4	1	138	831	151.8816992	822.5887362	11.331966465121	7.1600598686321e-05	0.00107400898029481	TP53
PD30274_49	ENST00000269305	4	1	138	831	151.8816992	822.5887362	11.331966465121	7.1600598686321e-05	0.00107400898029481	TP53
PD30274_4	ENST00000269305	2	1	138	831	140.6336076	836.4828096	6.44795812946208	0.00989712880582489	0.0676303801731368	TP53
PD30274_50	ENST00000269305	4	1	138	831	151.8816992	822.5887362	11.331966465121	7.1600598686321e-05	0.00107400898029481	TP53
PD30274_5	ENST00000269305	3	1	138	831	145.7015165	823.0764016	8.97358786687714	0.000794243546813761	0.00814099635484105	TP53
PD30274_6	ENST00000269305	3	1	138	831	144.5258318	826.9853925	9.08308908034252	0.000727232614777462	0.00763594245516335	TP53
PD30274_7	ENST00000269305	4	1	138	831	145.0188522	824.4651783	11.8704551621048	4.54769298806378e-05	0.000636677018328929	TP53
PD30274_8	ENST00000269305	4	1	138	831	147.1675261	823.5594582	11.6921356568893	5.28466493236236e-05	0.00073985309053073	TP53
PD30274_9	ENST00000269305	4	1	138	831	148.2052189	826.1829816	11.6491752818429	5.47947716332062e-05	0.000785391726742622	TP53
PD30986_10	ENST00000269305	9	3	138	831	200.5993791	703.40898	8.13970639939533	1.0695461231447e-05	0.000102676427821891	TP53
PD30986_11	ENST00000269305	9	3	138	831	200.3946816	705.9694543	8.17651411450931	1.00998863605733e-05	9.69589090615039e-05	TP53
PD30986_12	ENST00000269305	9	3	138	831	200.5131606	706.2435974	8.17490672130974	1.01251869700359e-05	9.72017949123443e-05	TP53
PD30986_13	ENST00000269305	9	3	138	831	199.7004879	705.4296217	8.19798583376421	9.76793436006571e-06	9.37721698566308e-05	TP53
PD30986_14	ENST00000269305	9	3	138	831	199.4773919	707.9241561	8.23501191565359	9.22099954980581e-06	8.85215956781358e-05	TP53
PD30986_15	ENST00000269305	10	3	138	831	199.9886748	707.8713354	9.09889276990199	1.79059082897975e-06	1.71896719582056e-05	TP53
PD30986_16	ENST00000269305	10	3	138	831	200.2752979	707.6108603	9.08297725330709	1.83646755109011e-06	1.7630088490465e-05	TP53
PD30986_17	ENST00000269305	10	3	138	831	200.2752979	707.6108603	9.08297725330709	1.83646755109011e-06	1.7630088490465e-05	TP53
PD30986_18	ENST00000269305	10	3	138	831	200.2996213	706.8249074	9.07209490477953	1.86851229972442e-06	1.79377180773544e-05	TP53
PD30986_19	ENST00000269305	10	3	138	831	200.039492	706.8240874	9.08355681837065	1.83477646188259e-06	1.76138540340728e-05	TP53
PD30986_1	ENST00000269305	1	1	138	831	188.0135495	735.1277585	2.4549861179021	0.29805768320651	0.699648438889676	TP53
PD30986_20	ENST00000269305	10	3	138	831	205.096495	706.0615767	8.85645591115538	2.63281064349302e-06	2.5274982177533e-05	TP53
PD30986_21	ENST00000269305	10	3	138	831	205.096495	706.0615767	8.85645591115538	2.63281064349302e-06	2.5274982177533e-05	TP53
PD30986_22	ENST00000269305	10	3	138	831	205.096495	706.0615767	8.85645591115538	2.63281064349302e-06	2.5274982177533e-05	TP53
PD30986_23	ENST00000269305	10	3	138	831	205.096495	706.0615767	8.85645591115538	2.63281064349302e-06	2.5274982177533e-05	TP53
PD30986_24	ENST00000269305	10	3	138	831	204.4621628	705.6277434	8.87785238276859	2.54470866612008e-06	2.44292031947528e-05	TP53
PD30986_25	ENST00000269305	10	3	138	831	204.1990198	705.1415622	8.88301845046369	2.52388347115081e-06	2.42292813230478e-05	TP53
PD30986_26	ENST00000269305	10	3	138	831	204.1990198	705.1415622	8.88301845046369	2.52388347115081e-06	2.42292813230478e-05	TP53
PD30986_27	ENST00000269305	10	3	138	831	204.4147123	704.2377244	8.86285516678537	2.60614541930363e-06	2.50189960253149e-05	TP53
PD30986_28	ENST00000269305	10	3	138	831	204.4147123	704.2377244	8.86285516678537	2.60614541930363e-06	2.50189960253149e-05	TP53
PD30986_29	ENST00000269305	10	3	138	831	204.9469122	703.3348556	8.82947611957239	2.74827321177006e-06	2.63834228329926e-05	TP53
PD30986_2	ENST00000269305	4	2	138	831	209.2433544	687.8444548	4.71639219971009	0.0120584681173648	0.0775187236116309	TP53
PD30986_30	ENST00000269305	10	3	138	831	204.9469122	703.3348556	8.82947611957239	2.74827321177006e-06	2.63834228329926e-05	TP53
PD30986_31	ENST00000269305	10	3	138	831	204.9469122	703.3348556	8.82947611957239	2.74827321177006e-06	2.63834228329926e-05	TP53
PD30986_32	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_33	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_34	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_35	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_36	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_37	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_38	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_39	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_3	ENST00000269305	5	2	138	831	214.6180574	692.4367761	5.7106128944333	0.00294261703750957	0.0235409363000765	TP53
PD30986_40	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_41	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_42	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_43	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_44	ENST00000269305	10	3	138	831	204.6844962	703.8846092	8.84719009338432	2.67190593485239e-06	2.56502969745829e-05	TP53
PD30986_45	ENST00000269305	10	3	138	831	204.4917221	704.6388349	8.86451539044964	2.59927171735645e-06	2.49530084866219e-05	TP53
PD30986_46	ENST00000269305	10	3	138	831	204.4917221	704.6388349	8.86451539044964	2.59927171735645e-06	2.49530084866219e-05	TP53
PD30986_47	ENST00000269305	10	3	138	831	204.4917221	704.6388349	8.86451539044964	2.59927171735645e-06	2.49530084866219e-05	TP53
PD30986_48	ENST00000269305	10	3	138	831	204.4917221	704.6388349	8.86451539044964	2.59927171735645e-06	2.49530084866219e-05	TP53
PD30986_49	ENST00000269305	10	3	138	831	204.4917221	704.6388349	8.86451539044964	2.59927171735645e-06	2.49530084866219e-05	TP53
PD30986_4	ENST00000269305	7	2	138	831	205.6831224	693.6285785	8.2020717319034	8.78641070913903e-05	0.000843495428077346	TP53
PD30986_50	ENST00000269305	10	3	138	831	204.4917221	704.6388349	8.86451539044964	2.59927171735645e-06	2.49530084866219e-05	TP53
PD30986_5	ENST00000269305	9	2	138	831	204.4141036	691.4057632	10.4804672789384	3.11987995216106e-06	2.99508475407462e-05	TP53
PD30986_6	ENST00000269305	9	2	138	831	203.8090869	696.8169134	10.590239794161	2.71279635845271e-06	2.6042845041146e-05	TP53
PD30986_7	ENST00000269305	9	2	138	831	204.0778344	698.162707	10.5965161388443	2.69120084588938e-06	2.5835528120538e-05	TP53
PD30986_8	ENST00000269305	9	3	138	831	203.5294644	698.2417831	7.96900037474378	1.39524672532672e-05	0.000133943685631365	TP53
PD30986_9	ENST00000269305	9	3	138	831	201.6851673	702.4774081	8.08683891772739	1.16130410705564e-05	0.000111485194277341	TP53
PD30987_10	ENST00000269305	3	1	138	831	211.2473593	682.8669725	5.34882018002106	0.0155720184136461	0.0692089707273159	TP53
PD30987_11	ENST00000269305	3	1	138	831	210.4118281	686.3260797	5.39273406750084	0.015006152838823	0.0666940126169911	TP53
PD30987_12	ENST00000269305	3	1	138	831	210.4118281	686.3260797	5.39273406750084	0.015006152838823	0.0666940126169911	TP53
PD30987_13	ENST00000269305	3	1	138	831	210.4118281	686.3260797	5.39273406750084	0.015006152838823	0.0666940126169911	TP53
PD30987_14	ENST00000269305	3	1	138	831	210.4118281	686.3260797	5.39273406750084	0.015006152838823	0.0666940126169911	TP53
PD30987_15	ENST00000269305	3	1	138	831	210.4118281	686.3260797	5.39273406750084	0.015006152838823	0.0666940126169911	TP53
PD30987_16	ENST00000269305	3	1	138	831	209.6480828	689.5819169	5.43385325320037	0.0144953992679676	0.0644239967465225	TP53
PD30987_17	ENST00000269305	3	1	138	831	209.6480828	689.5819169	5.43385325320037	0.0144953992679676	0.0644239967465225	TP53
PD30987_18	ENST00000269305	3	1	138	831	209.6480828	689.5819169	5.43385325320037	0.0144953992679676	0.0644239967465225	TP53
PD30987_19	ENST00000269305	3	1	138	831	209.6480828	689.5819169	5.43385325320037	0.0144953992679676	0.0644239967465225	TP53
PD30987_1	ENST00000269305	0	1	138	831	193.9218851	714.5670683	0.5	0.602405053218255	0.746192988926499	TP53
PD30987_20	ENST00000269305	3	1	138	831	209.6480828	689.5819169	5.43385325320037	0.0144953992679676	0.0644239967465225	TP53
PD30987_21	ENST00000269305	3	1	138	831	209.6480828	689.5819169	5.43385325320037	0.0144953992679676	0.0644239967465225	TP53
