gene_name,n_syn,n_mis,n_non,n_spl,n_ind,wmis_cv,wnon_cv,wspl_cv,wind_cv,pmis_cv,ptrunc_cv,pallsubs_cv,pind_cv,qmis_cv,qtrunc_cv,qallsubs_cv,pglobal_cv,qglobal_cv,wmis_loc,wnon_loc,wspl_loc,pmis_loc,pall_loc,qmis_loc,qall_loc,areacutoff
PCED1B,0,2,0,0,3,0.734272975939748,0,0,2.211778290993071,0.6804633430137033,0.581147612110614,0.7957445506749357,0.1785500140359013,0.9430814173891773,0.740217158576464,0.9571521831078089,0.41933033078602056,0.9643289834370775,1e4,0,0,0.2495873988484939,0.6859383086224962,0.7387787005915419,0.9396074548739,0.02
DICER1,6,12,0,0,5,0.797864990671094,0,0,0.8300398682613971,0.5534158379222234,0.10925933674612864,0.258045912021869,0.5718721634185806,0.9430814173891773,0.539012727947568,0.7072369440599373,0.4299368167848068,0.9643289834370775,0.6259491156630019,0,0,0.36293313453620146,0.36411805733526836,0.828906418480982,0.8511249634889794,0.02
NOTCH4,4,10,0,0,6,0.7746423036290772,0,0,0.9557884231536926,0.536018387307454,0.15147403028836015,0.3247349465380319,0.4923310403050778,0.9430814173891773,0.6227265689632583,0.7516938305553106,0.45298775182058404,0.9643289834370775,0.9283842187610921,0,0,0.9005778401239437,0.6468627212817131,0.9999882007239708,0.9396074548739,0.02
PREX2,6,9,0,0,2,0.6870602546074963,0,0,0.3973034640116158,0.36148229125995845,0.09075077323368252,0.1883725021110514,0.8491244791792791,0.9379805716765037,0.4796826585208933,0.5808152148424085,0.4531245182584773,0.9643289834370775,0.4657774921047522,0,0,0.16189026752080937,0.21545619806168181,0.5208643389799954,0.6832638234084895,0.02
ERBB2,1,5,0,1,6,0.7045667428240988,1.4145720485842843,1.4145720485842843,1.5250000000000001,0.5088479546965887,0.7516574441806735,0.7339243989523137,0.25122842409336477,0.9430814173891773,0.8301888189458185,0.9205153478384951,0.49612618578743894,0.9643289834370775,1.9565133964646628,0,7.920737529987639,0.5106674798524997,0.5058126333294922,0.8790182154822938,0.9396074548739,0.02
BRAF,2,8,2,0,2,1.5006154719498441,3.319389501918175,3.319389501918175,0.8324206866579748,0.38276107837152074,0.17343832932921577,0.317475336259896,0.5996979909027602,0.9379805716765037,0.6354507218199054,0.7516938305553106,0.5061850887563468,0.9643289834370775,1.3800005512497509,5.3627224696403655,0,0.6742458040542225,0.3259947321223422,0.978317441176715,0.8511249634889794,0.02
NF1,7,23,2,1,13,1.1292323414439214,1.431361683452177,1.431361683452177,1.4612793427230042,0.7038445699310032,0.5831860712300958,0.8348308527963217,0.23058005789589167,0.9430814173891773,0.740217158576464,0.9571521831078089,0.509666713961001,0.9643289834370775,1.055744282138503,1.5873666637699126,1.0184860833957883,0.8995182722626228,0.9577231920711464,0.9999882007239708,0.9869643411226852,0.02
SOX2,1,3,0,0,2,1.3378123420019452,0,0,2.0077568134171906,0.6644519245208235,0.6387252692428314,0.8099674072389527,0.2604565833125746,0.9430814173891773,0.7502487289518972,0.9571521831078089,0.5392341485976112,0.9643289834370775,1.1719989580009638,0,0,0.8892660957273011,0.9602896292004505,0.9999882007239708,0.9869643411226852,0.02
KMT2C,10,41,3,2,16,1.2603621457738523,1.7319444579556822,1.7319444579556822,1.0279197692359292,0.39145635114778976,0.2996399935041514,0.4981462569370996,0.42502946945234577,0.9379805716765037,0.6762288124030676,0.8147269814557999,0.5404239344373769,0.9643289834370775,1.3097081627415477,1.5218638780439242,2.478651037593099,0.4320586382064838,0.6880641220560593,0.8790182154822938,0.9396074548739,0.02
AKT2,1,5,0,1,2,1.5475681006266724,2.737322412234634,2.737322412234634,1.3246196403872752,0.4328408668907703,0.399654855669598,0.5504912036863513,0.4097214687962966,0.9379805716765037,0.7201217474938498,0.8147269814557999,0.561439203451546,0.9643289834370775,1.9540450811783554,0,6.507328424759365,0.5115156621321284,0.5583474306056448,0.8790182154822938,0.9396074548739,0.02
SCN11A,6,12,0,0,3,0.8423128800906449,0,0,0.5344308035714286,0.6527059296671416,0.12463902064775934,0.2977647943713182,0.7664172330994301,0.9430814173891773,0.576455470495887,0.7516938305553106,0.565390827673721,0.9643289834370775,0.6441212187241502,0,0,0.3920503330653293,0.39175952839733164,0.828906418480982,0.8511249634889794,0.02
CCND1,2,2,1,0,1,0.8865456118610577,5.135035816570019,5.135035816570019,1.078490990990991,0.8730455582628409,0.2046311881861621,0.43365042326459013,0.5538198554901914,0.9462725817616291,0.6762288124030676,0.8147269814557999,0.5827422227356343,0.9643289834370775,0.41614062967476007,3.728147876125129,0,0.3879896718584872,0.4234388158827205,0.828906418480982,0.870402010425592,0.02
HRAS,1,0,0,0,0,0,0,0,0,0.10752851054099499,0.6191586232132505,0.24541793048029625,1,0.4420616544463127,0.740217158576464,0.6984971867516124,0.5901792435040358,0.9643289834370775,0,0,0,0.11228316701099916,0.4492722153926534,0.5000971562806734,0.8985444307853068,0.02
EGFR,4,9,0,0,3,0.9825242487675544,0,0,0.7908340214698595,0.9671308011449933,0.18033061024618935,0.40515353203691706,0.607726515737982,0.9826621430159039,0.6354507218199054,0.8147269814557999,0.5913082416575769,0.9643289834370775,0.8002071062937195,0,0,0.714835981531898,0.571230575420725,0.9795099008193472,0.9396074548739,0.02
FBXW7,3,10,1,0,1,1.8721628940416595,1.8368256560417717,1.8368256560417717,0.450894538606403,0.14513921268872243,0.5904785803756062,0.3252741659833882,0.8092551767100367,0.5319081286480548,0.740217158576464,0.7516938305553106,0.6145699522763022,0.9643289834370775,1.067252323517118,1.4952685388323161,0,0.9207813859455615,0.8679111139826989,0.9999882007239708,0.9396074548739,0.02
ERBB3,3,9,1,0,6,0.9834647809436885,1.103581898121534,1.103581898121534,1.4262099776619506,0.9693829248670404,0.9254131101387614,0.9941299672847713,0.282420638249536,0.9826621430159039,0.9645150725389907,0.9941299672847713,0.6374003945763969,0.9643289834370775,1.0357997718622052,2.159797010373764,0,0.9577997482442054,0.739666464711937,0.9999882007239708,0.9396074548739,0.02
KCNH5,2,8,1,0,4,1.194483248502786,1.8235771475795688,1.8235771475795688,1.2911358274351195,0.699532276162939,0.5953284950736758,0.8268308066667747,0.35878149842893614,0.9430814173891773,0.740217158576464,0.9571521831078089,0.6571416973949052,0.9643289834370775,1.3187159385710063,2.7664302325092742,0,0.7192151173596184,0.8127597519077656,0.9795099008193472,0.9396074548739,0.02
CASP8,3,4,0,0,2,0.9440359990108641,0,0,1.1845392702535558,0.9194737085365303,0.37377314683577,0.6725734979958691,0.4545973954259641,0.9583247103056795,0.7022743462420369,0.8887578366373984,0.6680601195722161,0.9643289834370775,0.43024030208039094,0,0,0.285422246967888,0.5498522037098482,0.782268380578656,0.9396074548739,0.02
FGFR1,0,8,0,0,0,1.6837779340684904,0,0,0,0.28045988238827546,0.33459501979030903,0.31479880592056686,1,0.8563792358778197,0.6877786517911907,0.7516938305553106,0.678650051475279,0.9643289834370775,1e4,0,0,0.021782775171952817,0.09457802791108161,0.17910281808050094,0.5379595235500302,0.02
APOB,15,36,2,1,17,0.9552900033621744,1.106359261294078,1.106359261294078,1.1890812153082089,0.8609668019737726,0.8703600409276147,0.9627035966404627,0.3354792072432761,0.9462725817616291,0.9334296091107752,0.9941299672847713,0.6879860041696865,0.9643289834370775,0.8117317459444797,0.776160992316802,1.6276859334862679,0.503708268315541,0.8492877817977984,0.8790182154822938,0.9396074548739,0.02
NRAS,1,2,0,0,1,1.499041953956206,0,0,1.6801754385964913,0.6157007990039518,0.618919204118467,0.7737474406213072,0.41871320049750915,0.9430814173891773,0.740217158576464,0.9542885100996122,0.6891273174676525,0.9643289834370775,0.6287985763903051,0,0,0.7129214301691522,0.9085426932398076,0.9795099008193472,0.9604594185677967,0.02
ERBB4,6,8,1,1,3,0.7084874929787882,1.7151810262231741,1.7151810262231741,0.7316271963330787,0.4190187166308246,0.5023413210895362,0.511770656365091,0.6421299153472759,0.9379805716765037,0.7288874070710918,0.8147269814557999,0.6943294369933711,0.9643289834370775,0.4238988031899151,0.9195959253946241,1.1608092351840618,0.12452177572892675,0.40255910435289566,0.5000971562806734,0.8511249634889794,0.02
PPP1R3A,6,8,0,0,2,0.8008951098077689,0,0,0.5685366577619472,0.604596802300227,0.22625305720162414,0.44225836508431116,0.7437080845524677,0.9430814173891773,0.6762288124030676,0.8147269814557999,0.6946496688507868,0.9643289834370775,0.38975354157982384,0,0,0.09322208495985373,0.22159907786221278,0.5000971562806734,0.6832638234084895,0.02
CDKN2A.p16INK4a,0,0,0,0,0,0,0,0,0,0.15075743390124918,0.713552009113327,0.33521481632871963,1,0.5319081286480548,0.8000431617331241,0.7516938305553106,0.7015991498908078,0.9643289834370775,0,0,0,0.9999873259538584,1,0.9999882007239708,1,0.02
GRIN2A,7,11,2,0,3,0.8535186668739417,2.362621568164955,2.362621568164955,0.6537201365187713,0.6812840067149539,0.30354698869525887,0.49522901239205264,0.6896933112103022,0.9430814173891773,0.6762288124030676,0.8147269814557999,0.7084705051870008,0.9643289834370775,0.5545556847876905,2.0555973621511545,0,0.23570983968295622,0.3120875028794339,0.726772005689115,0.8511249634889794,0.02
KRAS,0,1,0,0,1,0.8037053045409085,0,0,1.6801754385964913,0.8301472944515649,0.6144385682260538,0.8631330199252326,0.41871320049750915,0.9462725817616291,0.740217158576464,0.9571521831078089,0.7292273235605828,0.9643289834370775,1e4,0,0,0.46390160239084444,0.8761204646797175,0.8790182154822938,0.9396074548739,0.02
SMAD4,2,6,0,0,1,1.449239698085231,0,0,0.5772754671488848,0.46899028583825186,0.3787235193733992,0.4983460465346219,0.7445884174715107,0.9379805716765037,0.7022743462420369,0.8147269814557999,0.7389284025566105,0.9643289834370775,0.9437827831989449,0,0,0.9437804673820173,0.7715846029178014,0.9999882007239708,0.9396074548739,0.02
FGFR3,2,5,0,0,2,0.9226713278434385,0,0,0.7892047795632466,0.8793900248459317,0.3183097188068479,0.6061925509650322,0.6211786521392024,0.9462725817616291,0.6762288124030676,0.8463820522907997,0.7443318378235131,0.9643289834370775,1.1009517855771387,0,0,0.9078683011698878,0.8261426010943875,0.9999882007239708,0.9396074548739,0.02
RBM10,2,5,0,0,1,0.817800803505127,0,0,0.34289294665234504,0.7023607879752038,0.2277989713236065,0.46660197344180165,0.8689453797675072,0.9430814173891773,0.6762288124030676,0.8147269814557999,0.7714745871979759,0.9643289834370775,0.9683169521803633,0,0,0.9693748246742782,0.7559450093544596,0.9999882007239708,0.9396074548739,0.02
EPHA2,3,8,0,0,1,1.1391528377526947,0,0,0.32674854998294095,0.7735216457329318,0.26550476478494134,0.4979253915586711,0.8780321213352176,0.9462725817616291,0.6762288124030676,0.8147269814557999,0.798919208696124,0.9643289834370775,1.0519305098472531,0,0,0.9401623409329501,0.7083439618107545,0.9999882007239708,0.9396074548739,0.02
GRM3,9,7,0,0,0,0.7261701033794726,0,0,0,0.4594605169281527,0.2716513561423435,0.43832563248278933,1,0.9379805716765037,0.6762288124030676,0.8147269814557999,0.7998536298903722,0.9643289834370775,0.279423302085177,0,0,0.011946183373401253,0.05068754556884214,0.1105021962039616,0.3409889429176653,0.02
CREBBP,8,23,0,1,5,1.2179072711341221,0.595998074224096,0.595998074224096,0.6533633510710872,0.5305855011857636,0.5858443441693721,0.6505714463622105,0.6872449423357585,0.9430814173891773,0.740217158576464,0.8887578366373984,0.8070049849329555,0.9643289834370775,1.0178134947279251,0,1.6532056128924,0.9656394676781151,0.389060587536178,0.9999882007239708,0.8511249634889794,0.02
FGFR2,2,9,1,0,1,1.6090627246357483,1.752780971387228,1.752780971387228,0.38788983394086674,0.28931730941818234,0.6179376740100693,0.5358871261008624,0.8437467531563668,0.8563792358778197,0.740217158576464,0.8147269814557999,0.8110425261303958,0.9643289834370775,1.5905117579923296,2.9835104442558964,0,0.5336559895281137,0.6811118820099286,0.8790182154822938,0.9396074548739,0.02
AURKA,0,4,0,1,0,1.6393522114909969,3.6110675344729577,3.6110675344729577,0,0.422139119363951,0.3006179073565518,0.45732421165263437,1,0.9379805716765037,0.6762288124030676,0.8147269814557999,0.8151176189108433,0.9643289834370775,1e4,0,1e4,0.13361273830507836,0.1716885012055387,0.5000971562806734,0.6801849117481052,0.02
KEAP1,2,3,0,0,1,0.6534265324862062,0,0,0.5107733333333333,0.49295859881356185,0.4271403094441394,0.5940003058483798,0.7777745380899275,0.9430814173891773,0.7201217474938498,0.8453081275534636,0.8187506569128353,0.9643289834370775,0.5801565148883167,0,0,0.5602026319376177,0.8425151041434632,0.8820211651783768,0.9396074548739,0.02
CR2,1,6,0,0,1,0.8768873951923436,0,0,0.29207075327843857,0.795008472460378,0.26679026194912103,0.5339723090207713,0.897494974596204,0.9462725817616291,0.6762288124030676,0.8147269814557999,0.8317449200508323,0.9643289834370775,1.8834058030922316,0,0,0.528261472438387,0.7167287389841971,0.8790182154822938,0.9396074548739,0.02
AKT1,3,2,0,1,0,0.5271418637313359,2.185341764588235,2.185341764588235,0,0.3633429593574614,0.4990620225919399,0.4936657047229126,1,0.9379805716765037,0.7288874070710918,0.8147269814557999,0.8421426975544822,0.9643289834370775,0.25841043144108833,0,2.0899978445106075,0.13516139358937118,0.25634620070659964,0.5000971562806734,0.7587847540915349,0.02
EZH2,1,6,1,0,2,1.20560129427672,1.7487059266627525,1.7487059266627525,0.8490248226950354,0.7158176467930907,0.6201819436721725,0.846216454372432,0.591671102044875,0.9430814173891773,0.740217158576464,0.9571521831078089,0.8470457286947303,0.9643289834370775,1.7550850172926502,4.828204157809472,0,0.578229329892445,0.6227826674428094,0.8900847593818276,0.9396074548739,0.02
SMO,1,6,0,1,1,1.2204863577656286,2.5012826285222434,2.5012826285222434,0.40511844331641284,0.6982483774070524,0.4379118734759898,0.7093725703187075,0.8342006297700864,0.9430814173891773,0.7201217474938498,0.9205153478384951,0.9022288278791363,0.9787624162666878,2.457321447969337,0,12.88250800455,0.35667423157491485,0.34731164770458145,0.828906418480982,0.8511249634889794,0.02
FLG2,8,21,2,0,5,1.1190565581319063,1.4077895188119702,1.4077895188119702,0.6672937569676699,0.7264275782592311,0.6611097429345791,0.8770802592817569,0.6777254344326676,0.9430814173891773,0.7644081402681071,0.9571521831078089,0.9036187312714259,0.9787624162666878,0.8783323041790335,1.1196235497347062,0,0.7571964130022306,0.9749896658606916,0.9999882007239708,0.988345688680701,0.02
ADAMTS18,4,10,1,0,3,1.0903018346079338,0.9695964546957151,0.9695964546957151,0.7837152209492634,0.8353508749072818,0.9761058547144542,0.9765332695351298,0.6117781727408446,0.9462725817616291,0.9761058547144542,0.9941299672847713,0.9051727851318007,0.9787624162666878,0.8547366678840614,1.1542819227535348,0,0.7931163811008539,0.818360571186373,0.9999882007239708,0.9396074548739,0.02
PLCB1,2,5,1,0,1,0.6371672443009991,1.0772889185782513,1.0772889185782513,0.26231169542591065,0.3850794334998523,0.9435965935362135,0.6698807780385977,0.9139717753171209,0.9379805716765037,0.9698076100233305,0.8887578366373984,0.9126298205729926,0.9787624162666878,0.7961260745181309,2.557404405522328,0,0.7887633892218114,0.6767526673987594,0.9999882007239708,0.9396074548739,0.02
RB1,3,7,1,0,2,1.0030431412534848,1.1363789742802637,1.1363789742802637,0.6872622891998564,0.9948394634059722,0.9037449484270739,0.9926404075716643,0.6752119257922303,0.9948394634059722,0.955387516908621,0.9941299672847713,0.938417098052588,0.9819359955489825,0.7349740311014654,1.5850759014281133,0,0.6624294779142386,0.6869735059983462,0.978317441176715,0.9396074548739,0.02
PTPRT,4,11,1,0,3,1.0623889903091026,0.9663606028777715,0.9663606028777715,0.6555099247091033,0.8810156352632065,0.9735069221203954,0.9870862954161084,0.6885740616926718,0.9462725817616291,0.9761058547144542,0.9941299672847713,0.9421277795132129,0.9819359955489825,1.0390504512775598,1.752344105397414,0,0.9475344726043516,0.7420077503457465,0.9999882007239708,0.9396074548739,0.02
SPHKAP,10,15,2,0,0,0.9029317857745737,1.7074992272751253,1.7074992272751253,0,0.7648433574422993,0.5021027059754662,0.7304672499757816,1,0.9462725817616291,0.7288874070710918,0.9205153478384951,0.9598857428167937,0.9865492356728157,0.5091912797699709,1.1991417379453166,0,0.10885894631739734,0.2913091480879767,0.5000971562806734,0.8291106522503953,0.02
NSD1,6,17,2,0,2,0.9356305088028601,1.3844470398934883,1.3844470398934883,0.23673217154863418,0.848929482215157,0.6776323499232687,0.8795452493423109,0.941470486780037,0.9462725817616291,0.771458367604952,0.9571521831078089,0.984290913526033,0.9948912420604725,0.9354497688142541,1.7743827807739594,0,0.8888430487367359,0.7419972270529942,0.9999882007239708,0.9396074548739,0.02
MET,3,9,1,0,1,0.9285888245770587,1.2029189454036833,1.2029189454036833,0.2265673054175538,0.8643623615264137,0.8623674581872001,0.965140450033943,0.9331656717966007,0.9462725817616291,0.9334296091107752,0.9941299672847713,0.9948912420604725,0.9948912420604725,0.9796078798035956,1.9480200235481444,0,0.9753882141929201,0.822178898163326,0.9999882007239708,0.9396074548739,0.02
TP53,6,199,23,22,64,27.518738469712492,60.07746567254038,60.07746567254038,43.317173330291446,0,0,0,1.2258404459129025e-35,0,0,0,0,0,11.862939397140558,22.997848129788355,29.83230189406527,0,0,0,0,0.07
NOTCH1,24,422,145,76,338,8.734551362485362,56.44559520969959,56.44559520969959,35.26405153769056,0,0,0,1.3451970775185574e-53,0,0,0,0,0,7.858622138497689,47.19156817182081,59.417158054496944,0,0,0,0,0.07
NOTCH2,6,184,51,20,111,7.958990599390988,40.04173861700999,40.04173861700999,11.974320251990834,0,0,0,5.445692296690556e-16,0,0,0,0,0,9.545074999989167,51.1500336644203,41.5418217393021,1.4432899320127035e-15,0,3.5601151656313355e-14,0,0.07
