gene_name,n_syn,n_mis,n_non,n_spl,n_ind,wmis_cv,wnon_cv,wspl_cv,wind_cv,pmis_cv,ptrunc_cv,pallsubs_cv,pind_cv,qmis_cv,qtrunc_cv,qallsubs_cv,pglobal_cv,qglobal_cv,wmis_loc,wnon_loc,wspl_loc,pmis_loc,pall_loc,qmis_loc,qall_loc,areacutoff
NF1,7,23,2,1,13,1.0523026796877186,1.2802034201646644,1.2802034201646644,1.7178722624765936,0.8465071972867675,0.6905205756793075,0.9153230785597983,0.1076508197756853,0.9446947721604299,0.9017469590353815,0.9915214330403397,0.3268750865370703,0.9822613648730147,1.0413345152295879,1.3674676722928056,1.1043592086007636,0.9249769676789156,0.9853612065732018,0.9999879384212893,1,0.02
DICER1,6,12,0,0,5,0.7747159609842514,0,0,0.9757904767057735,0.43082505351943834,0.08753963352458827,0.185944074496025,0.5337239498648418,0.9446947721604299,0.8103326146545028,0.9411776901136446,0.3285121314607612,0.9822613648730147,0.6136888614802407,0,0,0.34369040374272186,0.3273162470423687,0.9441124447188618,0.9763363949582303,0.02
NOTCH4,4,10,0,0,6,0.7215643419692747,0,0,1.1236198123983248,0.3468621173528539,0.14655799072197828,0.24199369443292829,0.4261635561585967,0.9446947721604299,0.8103326146545028,0.9411776901136446,0.33741460539152013,0.9822613648730147,0.9883716538266267,0,0,0.9842395201232684,0.680540472217309,0.9999879384212893,0.9763363949582303,0.02
PREX2,6,9,0,0,2,0.6882891342358585,0,0,0.46706784983328,0.2954932061493567,0.08411377827851385,0.14558088822347381,0.8762512150894859,0.9446947721604299,0.8103326146545028,0.9411776901136446,0.39023870738344124,0.9822613648730147,0.46275322124478735,0,0,0.15850197110079256,0.20840034921578876,0.7060542349035305,0.9283288283248772,0.02
FAT4,7,48,3,0,11,1.3981271885383764,1.4961346810576552,1.4961346810576552,0.8286188660681342,0.11851641923704725,0.5251519905913704,0.27493553095052126,0.6436059026601175,0.9354337720621081,0.8700646736780357,0.9411776901136446,0.4834078205080128,0.9822613648730147,2.2204688467876936,2.6744047245803486,0,0.029906945656793193,0.1360059980596865,0.4884801123942888,0.9231739604576538,0.02
SOX2,1,3,0,0,2,1.1997768749558955,0,0,2.3603082851637764,0.7683263391208257,0.6197578145227891,0.8451581780023925,0.21071713092345423,0.9446947721604299,0.9007594534273575,0.9915214330403397,0.4853770857066215,0.9822613648730147,1.21179353900462,0,0,0.8658206936377504,0.9591253185629303,0.9999879384212893,1,0.02
ERBB3,3,9,1,0,6,0.9132883268763256,0.9811126981151584,0.9811126981151584,1.676644902491618,0.8065091035751645,0.984953862312115,0.9704495676893827,0.18511426028384598,0.9446947721604299,0.9909363020452504,0.9915214330403397,0.488052989014658,0.9822613648730147,1.0515433924407607,1.9649326613002174,0,0.9396557684178386,0.7724208939331202,0.9999879384212893,0.9763363949582303,0.02
APOB,15,36,2,1,17,0.9628833090614478,1.0277881319881284,1.0277881319881284,1.3978775843115006,0.8642260242998681,0.9634327595227744,0.9827691414849904,0.20176458477254827,0.9446947721604299,0.9909363020452504,0.9915214330403397,0.5191248889777065,0.9822613648730147,0.794942593279044,0.6778632895727226,1.7091361908834817,0.46263275338702026,0.7911388558055734,0.9820110090574243,0.9763363949582303,0.02
SCN11A,6,12,0,0,3,0.8318443684872758,0,0,0.6282740245664741,0.5721259714620697,0.11108383249142628,0.25262916793503143,0.7854647999146905,0.9446947721604299,0.8103326146545028,0.9411776901136446,0.5193567195142207,0.9822613648730147,0.6506621746550779,0,0,0.40269111850119144,0.38365308506024465,0.9820110090574243,0.9763363949582303,0.02
HRAS,1,0,0,0,0,0,0,0,0,0.08826647499062135,0.6250167636026562,0.20863379094406165,1,0.9354337720621081,0.9007594534273575,0.9411776901136446,0.535599402267516,0.9822613648730147,0,0,0,0.11313714800962038,0.45367344463649073,0.6983373995481236,0.9763363949582303,0.02
BRAF,2,8,2,0,2,1.3617726346754562,2.84168131383018,2.84168131383018,0.9785893542139257,0.44671692340565583,0.21498620388792933,0.368761668402367,0.5736651835873419,0.9446947721604299,0.8103326146545028,0.9411776901136446,0.5401426926380376,0.9822613648730147,1.3812737023536965,4.610758547809794,0,0.6733404853621987,0.39707166200275124,0.9999879384212893,0.9763363949582303,0.02
AKT2,1,5,0,1,2,1.3774410843776521,2.5268741264553602,2.5268741264553602,1.5572158395893796,0.5211365562496465,0.42566388774914576,0.6051934902138452,0.35965542030883463,0.9446947721604299,0.8343012199883257,0.9565961619509165,0.5495542597917205,0.9822613648730147,2.01605036739405,0,7.1788516344906,0.4906909031538693,0.5285423801587376,0.9820110090574243,0.9763363949582303,0.02
EGFR,4,9,0,0,3,0.9503287880530787,0,0,0.9297002906879617,0.8906801247873083,0.1726429581666743,0.39367904047379343,0.5822310888432696,0.9446947721604299,0.8103326146545028,0.9411776901136446,0.5668662768678346,0.9822613648730147,0.8366415458163775,0,0,0.7692982607779104,0.5921472653778872,0.9999879384212893,0.9763363949582303,0.02
KCNH5,2,8,1,0,4,1.0582064234450346,1.5528829253804706,1.5528829253804706,1.5178524462731666,0.8861511179599761,0.6850302655794425,0.9146630037619963,0.28074158356481543,0.9446947721604299,0.9017469590353815,0.9915214330403397,0.6058869059491278,0.9822613648730147,1.3341745373814948,2.5636356508687883,0,0.7076122958618276,0.8394753469165015,0.9999879384212893,0.9763363949582303,0.02
CASP8,3,4,0,0,2,0.9410254147959134,0,0,1.3925380977404098,0.9075590338315835,0.36876832553099737,0.6647640600883508,0.407894234187892,0.9446947721604299,0.8301815764962094,0.9580423218920349,0.6250277568753888,0.9822613648730147,0.4303087841758004,0,0,0.2855090899217453,0.5484140746459125,0.9244242227891049,0.9763363949582303,0.02
CDKN2A.p16INK4a,0,0,0,0,0,0,0,0,0,0.11833335818519575,0.714084908681039,0.2768615393744107,1,0.9354337720621081,0.9017469590353815,0.9411776901136446,0.6324175813179626,0.9822613648730147,0,0,0,0.9999871128367828,1,0.9999879384212893,1,0.02
PPP1R3A,6,8,0,0,2,0.8254240109413016,0,0,0.6683686862707755,0.6145252097821635,0.20295742616908996,0.40240708635887146,0.74897802738028,0.9446947721604299,0.8103326146545028,0.9411776901136446,0.6628670245154434,0.9822613648730147,0.369581448056015,0,0,0.07706073276560521,0.17774733301581902,0.6293293175857758,0.9231739604576538,0.02
NRAS,1,2,0,0,1,1.4235531498440344,0,0,1.975205354426529,0.6449760031407443,0.6125800862855912,0.7893188659291505,0.3877385413172398,0.9446947721604299,0.9007594534273575,0.9915214330403397,0.6684145039101723,0.9822613648730147,0.6549815646131526,0,0,0.7364751848225126,0.9160431000396265,0.9999879384212893,0.9974691533764821,0.02
KRAS,0,1,0,0,1,0.6971353321405231,0,0,1.975205354426529,0.7066157668622891,0.5812218094352942,0.8017030434503433,0.3877385413172398,0.9446947721604299,0.9007594534273575,0.9915214330403397,0.6740624310268912,0.9822613648730147,1e4,0,0,0.4673994828799314,0.8767102322073905,0.9820110090574243,0.9763363949582303,0.02
RBM10,2,5,0,0,1,0.717771712347316,0,0,0.40310313355643446,0.4707008151072193,0.20049110215369415,0.35277556682169753,0.8841272753321552,0.9446947721604299,0.8103326146545028,0.9411776901136446,0.6752844144098267,0.9822613648730147,0.9555143631957094,0,0,0.9567667781053895,0.7626952862080898,0.9999879384212893,0.9763363949582303,0.02
FGFR3,2,5,0,0,2,0.8182278674394449,0,0,0.9277849625242038,0.6675958548482629,0.29448962672212997,0.5340955741683593,0.5993162570572644,0.9446947721604299,0.8301815764962094,0.9411776901136446,0.6847239680941217,0.9822613648730147,1.1437855424399592,0,0,0.8712462063499922,0.8324216440242569,0.9999879384212893,0.9763363949582303,0.02
ERBB4,6,8,1,1,3,0.7365506087292002,1.718067040732232,1.718067040732232,0.8600970603690768,0.41659989903177475,0.49054505575491747,0.5378158229220826,0.6259473322208169,0.9446947721604299,0.8628170574570998,0.9411776901136446,0.7031585952945106,0.9822613648730147,0.42565135635574586,0.8289042744583923,1.237693554216435,0.12625922337951856,0.40699610221145577,0.6983373995481236,0.9763363949582303,0.02
CR2,1,6,0,0,1,0.7413300212745841,0,0,0.34335683196801503,0.4851861536117138,0.2123064904042261,0.3739700595444536,0.9159607632774766,0.9446947721604299,0.8103326146545028,0.9411776901136446,0.709528034156953,0.9822613648730147,1.88384304667817,0,0,0.5280996348531162,0.7061041118948541,0.9952646964539497,0.9763363949582303,0.02
GRIN2A,7,11,2,0,3,0.8832045062279306,2.4132250812350544,2.4132250812350544,0.7685099331215846,0.712798229892641,0.2840999906053172,0.5074334425866542,0.6870442386160145,0.9446947721604299,0.8301815764962094,0.9411776901136446,0.7159959839344837,0.9822613648730147,0.571890310496146,2.0373012072594734,0,0.2602374570588267,0.34600726020527717,0.9244242227891049,0.9763363949582303,0.02
SMAD4,2,6,0,0,1,1.3711766786587418,0,0,0.6786419843418453,0.49205204001988856,0.34091862094374936,0.4921362208904645,0.7408220858926863,0.9446947721604299,0.8301815764962094,0.9411776901136446,0.7324500308545605,0.9822613648730147,0.9239201277824234,0,0,0.9233065169418433,0.7441148419300015,0.9999879384212893,0.9763363949582303,0.02
PLCB1,2,5,1,0,1,0.5446445641720961,0.895767504182014,0.895767504182014,0.30837224103618777,0.17181436629712188,0.9120904282731781,0.393153176914385,0.933711354419768,0.9354337720621081,0.9909363020452504,0.9411776901136446,0.7349701822380341,0.9822613648730147,0.7875100712588805,2.287863987835449,0,0.7791197394396503,0.7137565158298915,0.9999879384212893,0.9763363949582303,0.02
KEAP1,2,3,0,0,1,0.6117365416388925,0,0,0.6004624277456648,0.3817863147191488,0.41617596486488106,0.49804059014781565,0.7791096323141321,0.9446947721604299,0.8343012199883257,0.9411776901136446,0.7553656937389563,0.9822613648730147,0.6230470102896899,0,0,0.6113945675046066,0.8671705788856883,0.9999879384212893,0.9763363949582303,0.02
FGFR1,0,8,0,0,0,1.353542944520888,0,0,0,0.45764831560869856,0.27593224967573127,0.40541507712056957,1,0.9446947721604299,0.8301815764962094,0.9411776901136446,0.7714415881945157,0.9822613648730147,1e4,0,0,0.021234694590870573,0.09242907839297154,0.4884801123942888,0.9231739604576538,0.02
AKT1,3,2,0,1,0,0.5159223085114655,2.198814371413554,2.198814371413554,0,0.31392345726915905,0.4897380531804252,0.4616557743435449,1,0.9446947721604299,0.8628170574570998,0.9411776901136446,0.8184860231975994,0.9822613648730147,0.26345105525929463,0,2.2879801719366424,0.1406687199026111,0.2500130488568606,0.6983373995481236,0.9763363949582303,0.02
EZH2,1,6,1,0,2,1.0426211821433837,1.4761731958579671,1.4761731958579671,0.9981090886729801,0.9254152870142986,0.7177169673955077,0.9342824016019197,0.5641438732728842,0.9446947721604299,0.9017469590353815,0.9915214330403397,0.8646169803680108,0.9822613648730147,1.7298337944547195,4.214771718421882,0,0.5886673266874842,0.6743513867161901,0.9999879384212893,0.9763363949582303,0.02
GRM3,9,7,0,0,0,0.8685667848491353,0,0,0,0.7260490366318488,0.30162863984023824,0.5576992738555329,1,0.9446947721604299,0.8301815764962094,0.9423194627214176,0.8833596210876775,0.9822613648730147,0.2896150479139958,0,0,0.014460757622817066,0.057608561700344785,0.4884801123942888,0.9231739604576538,0.02
ADAMTS18,4,10,1,0,3,1.0667242246835016,0.8861458112166098,0.8861458112166098,0.9213314664673662,0.857425752623074,0.9032581981021794,0.974932426350371,0.5873505074560585,0.9446947721604299,0.9909363020452504,0.9915214330403397,0.8918784562621557,0.9822613648730147,0.892172302624365,1.0814961072527185,0,0.8483242014588981,0.840093367184689,0.9999879384212893,0.9763363949582303,0.02
AURKA,0,4,0,1,0,1.3652147144951596,2.874527043970704,2.874527043970704,0,0.572795898326186,0.3727345853656451,0.5840799733178355,1,0.9446947721604299,0.8301815764962094,0.9539972897524646,0.8981499174709113,0.9822613648730147,1e4,0,1e4,0.1425178366424742,0.16261269322348249,0.6983373995481236,0.9231739604576538,0.02
FLG2,8,21,2,0,5,1.1184455749742088,1.1959237178722815,1.1959237178722815,0.7844670094921414,0.6795470197434657,0.8099952386343422,0.9012574455844196,0.6778251791938612,0.9446947721604299,0.9909363020452504,0.9915214330403397,0.911962490109482,0.9822613648730147,0.8479121803737738,0.914404102898717,0,0.6950008458933872,0.9793654873015571,0.9999879384212893,1,0.02
RB1,3,7,1,0,2,0.9237845451651356,0.9636402853141305,0.9636402853141305,0.8079419103144035,0.8467944769523584,0.9706964366497405,0.9812432941509608,0.6647892838848322,0.9446947721604299,0.9909363020452504,0.9915214330403397,0.9310041878994947,0.9822613648730147,0.7104967455481719,1.2719521065807384,0,0.62885128388735545,0.7253353282569643,0.9999879384212893,0.9763363949582303,0.02
SMO,1,6,0,1,1,1.061619425070622,2.1850837926122386,2.1850837926122386,0.47625509814852857,0.893532383042334,0.49303831854691416,0.7867996349607842,0.844382912457224,0.9446947721604299,0.8628170574570998,0.9915214330403397,0.9360375391551169,0.9822613648730147,2.4993709597880422,0,13.588766406512011,0.34681681642733697,0.3322810097979585,0.9441124447188618,0.9763363949582303,0.02
PTPRT,4,11,1,0,3,0.9765630483905312,0.8908746878217633,0.8908746878217633,0.7706139986469003,0.9449825464306107,0.9075767442815748,0.9915214330403397,0.6856018821797298,0.9449825464306107,0.9909363020452504,0.9915214330403397,0.9421690642659528,0.9822613648730147,1.0559516204729031,1.7027953687725856,0,0.9253989052200171,0.7641084978294437,0.9999879384212893,0.9763363949582303,0.02
NSD1,6,17,2,0,2,0.8531779485609456,1.150478403994293,1.150478403994293,0.2783010881283208,0.5824894915001929,0.849903512211049,0.8314191565675794,0.9710480564398863,0.9446947721604299,0.9909363020452504,0.9915214330403397,0.9801208476219407,0.9861989624107935,0.9084608152028851,1.5004929757607537,0,0.8410045863941946,0.8060167930670835,0.9999879384212893,0.9763363949582303,0.02
MET,3,9,1,0,1,0.8310574087637652,1.0116083469387995,1.0116083469387995,0.26635132529527356,0.6140737611340108,0.9909363020452504,0.8794557023494576,0.9534628238679034,0.9446947721604299,0.9909363020452504,0.9915214330403397,0.9861989624107935,0.9861989624107935,0.9741184293689195,1.7034981561759732,0,0.9686931392649515,0.8595351003498344,0.9999879384212893,0.9763363949582303,0.02
BAI3,10,36,5,1,11,1.6031905471588013,2.223911514716034,2.223911514716034,2.3099825661693125,0.0995737899664475,0.11638702705479098,0.14115330525781777,0.031810922016455155,0.9662265726869043,0.6307619285819638,0.8070233791621332,0.028763674490091096,0.9965534100143131,1.2311820158690625,2.052772372415844,0.9281439298360719,0.5531450358075456,0.6471783206118176,0.9664054713355662,0.9909918034368457,0.07
PTCH1,5,20,2,2,7,1.3608835923105465,3.479856760732199,3.479856760732199,1.5461278338731188,0.3921449962452602,0.05433481706018217,0.14822878392773875,0.20623967098286888,0.9662265726869043,0.6307619285819638,0.8070233791621332,0.13719238054245197,0.9965534100143131,1.7772471809588866,3.466952955808559,6.594020046029773,0.2247450300455751,0.17198595282934603,0.8711455630839315,0.9078666291997057,0.07
CDKN2A.p14arf,0,0,0,1,0,0,8.002360100497274,8.002360100497274,0,0.05834393788231085,0.12872692420040077,0.04216654343299897,1,0.9587241470253827,0.6307619285819638,0.8070233791621332,0.17567122493477771,0.9965534100143131,0,0,1e4,0.9999816702520287,0.017732932421226533,0.9999816702520287,0.43445684432005005,0.07
ADAM29,6,17,1,0,6,1.3828901193891943,1.2248991641619287,1.2248991641619287,2.3373514217312783,0.3753609261016778,0.8493154864890564,0.6747314460438186,0.06862386198056687,0.9662265726869043,0.9248101963991947,0.9565095700619648,0.18857022385405697,0.9965534100143131,0.8189500880980987,0.7253875520093888,0,0.6790427422865333,0.9775431488644162,0.9861206591281212,0.9983658686022046,0.07
SCN11A,6,27,0,0,4,1.4294619964111113,0,0,0.7139008620689656,0.2794884961771319,0.06928493130187241,0.06521683527645783,0.7384891086566638,0.9662265726869043,0.6307619285819638,0.8070233791621332,0.1942460186790338,0.9965534100143131,1.5281465387227335,0,0,0.3264392688633436,0.14495186371350044,0.8711455630839315,0.9078666291997057,0.07
SOX2,3,3,0,0,3,0.5961315326090569,0,0,3.017241379310345,0.411132930724351,0.5071808100895013,0.5892566443126857,0.08844287397139217,0.9662265726869043,0.8889318986387719,0.9565095700619648,0.2060801011015312,0.9965534100143131,0.5055744643641111,0,0,0.40797714117031747,0.793565030427322,0.8711455630839315,0.9983658686022046,0.07
PPP1R3A,12,14,0,0,3,0.6394204052764344,0,0,0.8543924831885037,0.20023540123557704,0.05362587546557929,0.09411587164626867,0.635448340994804,0.9662265726869043,0.6307619285819638,0.8070233791621332,0.22825789219670856,0.9965534100143131,0.3332388887310943,0,0,0.007095895369287009,0.013208438627853036,0.3243654446115533,0.43445684432005005,0.07
RB1,3,11,2,1,6,1.0790000261089652,1.9986294677092415,1.9986294677092415,2.0656248840057905,0.8613515374420673,0.32434034440994797,0.611516164934282,0.10131972017153544,0.9958511348785508,0.8889318986387719,0.9565095700619648,0.23428349381194236,0.9965534100143131,1.1712543909251003,2.3614429731138853,1.8661603053381306,0.8054405825900888,0.7990839796579854,0.9861206591281212,0.9983658686022046,0.07
PTPRT,8,33,1,0,3,1.7681296744119532,0.5205030166670965,0.5205030166670965,0.6567301564823339,0.058697396756656084,0.4858024861570175,0.08318669703196324,0.773158685351485,0.9587241470253827,0.8889318986387719,0.8070233791621332,0.24079710477487937,0.9965534100143131,1.7061923439637436,0.7938256807175414,0,0.15348864719373734,0.19969588570334484,0.8711455630839315,0.9078666291997057,0.07
RBM10,3,14,1,0,6,1.397505041629504,0.8701970414080419,0.8701970414080419,2.0611874513870885,0.4140971025801018,0.8924613861401283,0.6786643630153657,0.10198084666781182,0.9662265726869043,0.9404429288681959,0.9565095700619648,0.2540449590341822,0.9965534100143131,1.9282669492893374,1.9632373794044466,0,0.26973527902728545,0.510728788217072,0.8711455630839315,0.9909918034368457,0.07
NOTCH4,10,17,0,0,6,0.7131094158726167,0,0,0.9575676233739417,0.32440611902578875,0.05930237003337391,0.13371708737425758,0.5464730556144559,0.9662265726869043,0.6307619285819638,0.8070233791621332,0.2642530606171757,0.9965534100143131,0.7007199013574197,0,0,0.38057234789739813,0.29644387215342427,0.8711455630839315,0.9078666291997057,0.07
DICER1,7,19,0,0,5,0.8768734950019225,0,0,0.8315849875374326,0.7094025494680972,0.04576801917085671,0.1359525113461525,0.6485146695708401,0.9958511348785508,0.6307619285819638,0.8070233791621332,0.3022830271814452,0.9965534100143131,0.8704633357556546,0,0,0.7562873094316743,0.27798573114881364,0.9861206591281212,0.9078666291997057,0.07
ERBB2,2,9,1,1,7,0.884936622924237,1.9686556088009666,1.9686556088009666,1.7824785855479903,0.7947452385195458,0.4205795724258188,0.6441430211871824,0.13834822280855957,0.9958511348785508,0.8889318986387719,0.9565095700619648,0.3045822272240408,0.9965534100143131,1.884792125642811,3.7518492061406543,4.751622717826636,0.38759032750400424,0.5734661888196366,0.8711455630839315,0.9909918034368457,0.07
CASP8,5,6,0,0,3,0.7897865262209547,0,0,1.7801164352888492,0.6321847689770352,0.22174452272216505,0.44542638896374864,0.2449380412155459,0.9958511348785508,0.8401424266519119,0.9565095700619648,0.35081413791685845,0.9965534100143131,0.41455548916033463,0,0,0.157430499114678,0.30845486286520374,0.8711455630839315,0.9078666291997057,0.07
FGFR3,3,10,0,0,4,1.1155936296112254,0,0,1.581347768637313,0.8062527176760658,0.22289492951989498,0.4374975407400963,0.2592348494049162,0.9958511348785508,0.8401424266519119,0.9565095700619648,0.36028476348241,0.9965534100143131,1.6747343571181657,0,0,0.4135356817932492,0.5487675444626926,0.8711455630839315,0.9909918034368457,0.07
MUC17,25,73,2,0,21,1.059897151717434,0.703907015790363,0.703907015790363,1.4945214308733488,0.7827207880462232,0.6116861047887432,0.8115355089651425,0.14051768693066638,0.9958511348785508,0.8889318986387719,0.9565095700619648,0.3616336788221671,0.9965534100143131,0.9414974265909074,0.7097194662251466,0,0.7957448796599974,0.806201394378263,0.9861206591281212,0.9983658686022046,0.07
NF1,14,35,2,1,14,0.9101665364891828,0.7164251064421634,0.7164251064421634,1.576614861583293,0.7336593209010247,0.5731578136655644,0.8404390748928265,0.13594032241430826,0.9958511348785508,0.8889318986387719,0.9565095700619648,0.3620991368695611,0.9965534100143131,0.805828250964991,0.6590628758846906,0.5899578630829581,0.501704104550816,0.8658939438483385,0.9105000415922218,0.9983658686022046,0.07
PCED1B,1,4,0,0,3,0.8218604401069772,0,0,2.215895516445011,0.7455098185761937,0.46929611154127804,0.7419405467713277,0.1652745730634999,0.9958511348785508,0.8889318986387719,0.9565095700619648,0.3799665187009038,0.9965534100143131,1.6638220494477158,0,0,0.6327310209746275,0.8947798500379003,0.9861206591281212,0.9983658686022046,0.07
CDKN2A.p16INK4a,0,0,0,0,0,0,0,0,0,0.04783397923261534,0.6514908647952693,0.13061013522592413,1,0.9587241470253827,0.8889318986387719,0.8070233791621332,0.3964720887508808,0.9965534100143131,0,0,0,0.9999803634741375,1,0.9999816702520287,1,0.07
BRAF,5,12,4,0,2,1.167244632205431,3.0745498676015823,3.0745498676015823,0.8339702378276311,0.7042861420195903,0.07936883998598354,0.21401810323214643,0.6548733118518846,0.9958511348785508,0.6307619285819638,0.9299249690195858,0.41555995868885054,0.9965534100143131,0.8762207034551824,3.4304237689680486,0,0.8057290995381232,0.13680161103771948,0.9861206591281212,0.9078666291997057,0.07
ERBB3,3,14,1,0,7,1.1378629411838188,0.7514967584760838,0.7514967584760838,1.6670090122474133,0.7534937735230249,0.7768373907487159,0.8883668806736934,0.1680375349786003,0.9958511348785508,0.8889318986387719,0.967332825622466,0.4331984020917419,0.9965534100143131,1.655320937259028,1.7168787315350829,0,0.403881658922435,0.6378253860545808,0.8711455630839315,0.9909918034368457,0.07
FGFR1,2,13,0,0,1,1.5977949476875344,0,0,0.37450537026568687,0.27345900841338344,0.2131098936621798,0.19928870409512278,0.9035928670665323,0.9662265726869043,0.8401424266519119,0.9299249690195858,0.4887937711224446,0.9965534100143131,2.67196392381203,0,0,0.14670347313238996,0.24582724983687632,0.8711455630839315,0.9078666291997057,0.07
NRAS,1,4,0,0,1,1.9167501267663083,0,0,1.6833030852994557,0.30762445560243346,0.5151708549464734,0.46183774500141916,0.43748696937352977,0.9662265726869043,0.8889318986387719,0.9565095700619648,0.5251732538289549,0.9965534100143131,1.3919093094819426,0,0,0.760068455647666,0.8426857532631571,0.9861206591281212,0.9983658686022046,0.07
TRIOBP,7,21,5,0,3,0.9486475211860725,2.425459809144331,2.425459809144331,0.4055294837788207,0.8784569725480212,0.11535390684622249,0.22773672710683734,0.9358678338581949,0.9958511348785508,0.6307619285819638,0.9299249690195858,0.5425999276417329,0.9965534100143131,1.1687896627554277,3.6172848133141993,0,0.7174024311433502,0.15247372331003328,0.9861206591281212,0.9078666291997057,0.07
APOB,22,64,5,1,18,1.0850853538890002,1.3070734836936935,1.3070734836936935,1.2613708483181723,0.7134990070680534,0.5620461507142057,0.8294908059819865,0.2689670403540238,0.9958511348785508,0.8889318986387719,0.9565095700619648,0.5577886894350431,0.9965534100143131,1.0156138600258775,1.214527786071359,1.269710790482325,0.9499510403265166,0.9779910549572617,0.9903744888510493,0.9983658686022046,0.07
CR2,4,13,0,0,1,1.0515151223529702,0,0,0.29261444300722467,0.9020578047716806,0.12071908255634156,0.278183033381461,0.9448779940107379,0.9958511348785508,0.6307619285819638,0.9565095700619648,0.6140614442395957,0.9965534100143131,1.0507690236003824,0,0,0.9306803575686644,0.46588726372756795,0.9903744888510493,0.9761986579992539,0.07
PLCB1,3,6,2,0,1,0.5030215732180249,1.3815298069839077,1.3815298069839077,0.2627999886663078,0.1736515823747642,0.6871806306296864,0.29191238459938695,0.9582124956559417,0.9662265726869043,0.8889318986387719,0.9565095700619648,0.6360662953983536,0.9965534100143131,0.6636981882905039,3.1448762571338156,0,0.5719542585455392,0.31172698367723717,0.9664054713355662,0.9078666291997057,0.07
