gene_name,n_syn,n_mis,n_non,n_spl,wmis_cv,wnon_cv,wspl_cv,pmis_cv,ptrunc_cv,pallsubs_cv,qmis_cv,qtrunc_cv,qallsubs_cv,wmis_loc,wnon_loc,wspl_loc,pmis_loc,pall_loc,qmis_loc,qall_loc,areacutoff,n_ind,wind_cv,pind_cv,pglobal_cv,qglobal_cv
CREBBP,0,0,0,0,0,0,0,0.12773370929203964,0.5988263321420186,0.28579721294178273,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999820359190924,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
PLCB1,1,1,0,1,0.9118717375456827,8.985147141119626,8.985147141119626,0.9339462802084937,0.11928002933055071,0.28593753978145475,0.9339462802084937,0.9113981921717629,0.9154424754930763,0.4332879494915123,0,10.297482575580016,0.5598285970465449,0.26278050456103286,0.9517706738546468,1,0.03,NA,NA,NA,NA,NA
MET,0,3,0,0,3.305738480673837,0,0,0.15843160743874407,0.6833977748802895,0.3247188370996026,0.7214553065888798,0.9113981921717629,0.9154424754930763,1e4,0,0,0.14147804687079435,0.46830321367477334,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
KMT2C,2,2,1,0,0.43892579313896507,2.533155610479927,2.533155610479927,0.3056789384687172,0.44597308312080874,0.3588609388431163,0.7214553065888798,0.9113981921717629,0.9154424754930763,0.3532579018691767,2.638118133939492,0,0.3084806450136506,0.44599133696753124,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
BAI3,1,1,1,0,0.7399745786249377,6.026611640013834,6.026611640013834,0.7826398690312651,0.1845015490533266,0.37112974145369304,0.882081447040772,0.9113981921717629,0.9154424754930763,0.3810873652493024,4.132002581748116,0,0.5031200006341678,0.4657861662596501,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
KMT2D,0,2,1,0,0.7626164454706249,5.4262415683083045,5.4262415683083045,0.767899233868168,0.2134760974904586,0.38565500114165296,0.882081447040772,0.9113981921717629,0.9154424754930763,1e4,1e4,0,0.22042692287059373,0.2109057955760093,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
PREX2,0,0,0,0,0,0,0,0.18749842172532682,0.6509498194571464,0.38898544994607864,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999857112544915,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
APOB,5,3,0,0,0.5075241591280244,0,0,0.29711719602688513,0.3313915817941884,0.3984730276429518,0.7214553065888798,0.9113981921717629,0.9154424754930763,0.285971685156999,0,0,0.08017048785386505,0.2692541193107406,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
ERBB3,0,0,0,0,0,0,0,0.21173200873578601,0.6768348020904533,0.4291584082427148,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999865806476975,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
NF1,1,4,1,0,1.869784141074522,4.138849789677149,4.138849789677149,0.3842124957710322,0.27518301381481836,0.4419200309034449,0.7214553065888798,0.9113981921717629,0.9154424754930763,1.726499061996414,5.5197988587858084,0,0.6070636041007886,0.6631066178936433,0.9687185171821096,1,0.03,NA,NA,NA,NA,NA
ERBB2,0,0,0,0,0,0,0,0.23241009554406666,0.6790334648260131,0.4585120408746416,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999871538959697,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
CCND1,0,1,0,0,5.236109778733988,0,0,0.22169744590602658,0.8576632293851438,0.46436987633919014,0.7214553065888798,0.9127762548314359,0.9154424754930763,1e4,0,0,0.3057428474275907,0.7658557439294488,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
KCNH5,0,2,0,0,3.1088085789612903,0,0,0.24504899800876745,0.729949664857301,0.468278912398985,0.7214553065888798,0.9113981921717629,0.9154424754930763,1e4,0,0,0.21122380562091725,0.6130648282558739,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
CR2,0,0,0,0,0,0,0,0.2403732741712814,0.678334177647467,0.46915805363406693,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.999987760662664,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
FGFR3,1,0,0,0,0,0,0,0.2504775907541953,0.7173393113750488,0.48893023132201574,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.15625394617055988,0.5472472621741777,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
RB1,0,0,0,0,0,0,0,0.2791227101576377,0.6974844120640065,0.5234875065247075,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999889025425085,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
CDH1,0,0,0,0,0,0,0,0.2876658806832103,0.7441807280575331,0.5439364579955044,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999890493800633,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
EPHA2,0,0,0,0,0,0,0,0.29571827160801056,0.7314066640758123,0.551374174839158,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999891219628133,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
CUL3,0,0,0,0,0,0,0,0.3286329842501883,0.749415688749106,0.5943504132056567,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.999990158696427,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
FBXW7,0,0,0,0,0,0,0,0.3390130838689802,0.726552688797725,0.6009864422186775,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999904413819938,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
TP63,0,0,0,0,0,0,0,0.3339766023770363,0.7568212421561773,0.6020546467649774,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.999990225970739,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
SMO,0,0,0,0,0,0,0,0.3376636017739534,0.7584333655715458,0.6066013236546748,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999901736573052,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
AURKA,0,1,0,0,3.4197397290179423,0,0,0.344297664199233,0.8125034711602926,0.617725386267318,0.7214553065888798,0.9113981921717629,0.9154424754930763,1e4,0,0,0.4190249788807694,0.8523597539905098,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
TP53,0,1,0,0,3.3562537224726476,0,0,0.35083199423575095,0.8180049548534356,0.6264651934700053,0.7214553065888798,0.9113981921717629,0.9154424754930763,1e4,0,0,0.37849899543974075,0.8270679893743107,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
FAT4,4,5,1,0,0.8310871820533512,2.7687221377506663,2.7687221377506663,0.7523034472180388,0.40145623255367735,0.6279900519768433,0.882081447040772,0.9113981921717629,0.9154424754930763,0.5128112856289594,1.8662976378633187,0,0.3296143356075113,0.6209283699065871,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
AKT1,1,0,0,0,0,0,0,0.3654512096481395,0.748656685064067,0.6340106882392531,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.16048830223395338,0.5490711750259439,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
AKT2,0,1,0,0,3.1123477455149406,0,0,0.37820467406608693,0.7803545409542387,0.646901183556821,0.7214553065888798,0.9113981921717629,0.9154424754930763,1e4,0,0,0.3280425342649733,0.7765366823561801,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
NFE2L2,0,0,0,0,0,0,0,0.3690858736782765,0.8005904638426029,0.6498282572512762,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999910854241134,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
PCED1B,0,1,0,0,3.0917379570089367,0,0,0.38069792122400337,0.80779173743281,0.6569217882904972,0.7214553065888798,0.9113981921717629,0.9154424754930763,1e4,0,0,0.3508249463533193,0.8046169134842355,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
PTEN,1,0,0,0,0,0,0,0.38225888908701755,0.7789629337867517,0.658771763794783,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.09796633831944812,0.41045392974625505,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
KEAP1,0,0,0,0,0,0,0,0.38212141909343034,0.7983145167695584,0.6633353293422468,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999912073343176,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
ADAMTS18,1,2,0,0,1.88923015368646,0,0,0.483400756301811,0.6050118889637963,0.6664988922933519,0.7881534070138223,0.9113981921717629,0.9154424754930763,0.8793178639888148,0,0,0.9169848921962945,0.9135573099735933,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
AJUBA,0,0,0,0,0,0,0,0.3850010929205616,0.8263343609023983,0.6713877831462788,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999913738513592,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
NSD1,1,1,0,0,0.464363738335896,0,0,0.4647526508327434,0.571605721182767,0.6721196245169354,0.7745877513879057,0.9113981921717629,0.9154424754930763,0.4025789028577116,0,0,0.526887872715783,0.8938808878407755,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
CASP8,0,0,0,0,0,0,0,0.39439556760192096,0.7993446219831724,0.6763057463442074,0.7214553065888798,0.9113981921717629,0.9154424754930763,0,0,0,0.9999915502919913,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
FLG2,1,1,0,0,0.46039229407163323,0,0,0.45946986195576633,0.5966780402062752,0.6790938974475779,0.7745877513879057,0.9113981921717629,0.9154424754930763,0.2959051067185484,0,0,0.40289066792413497,0.8260612759269712,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
SUFU,0,0,0,0,0,0,0,0.42017988103212356,0.7989716351861551,0.7019923532621697,0.7503212161287921,0.9113981921717629,0.9154424754930763,0,0,0,0.9999920375848622,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
SMAD4,0,1,0,0,2.5397010723194415,0,0,0.46077763561996743,0.7734747955543924,0.7252280674689833,0.7745877513879057,0.9113981921717629,0.9154424754930763,1e4,0,0,0.422528453746723,0.8515429216597512,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
NOTCH4,1,1,0,0,0.5649548010933648,0,0,0.5922101385626152,0.5661289277880861,0.7509874877675303,0.8789556049896143,0.9113981921717629,0.9154424754930763,0.4448307231112448,0,0,0.5719065470568957,0.9022943153043497,0.9517706738546468,1,0.03,NA,NA,NA,NA,NA
SCN1A,3,3,0,0,1.2115822219684929,0,0,0.7893375197070738,0.5091350008488218,0.7644113820360621,0.882081447040772,0.9113981921717629,0.9154424754930763,0.4574026861005718,0,0,0.3440582884800035,0.6567153173199999,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
PTPRT,2,2,0,0,1.3430605426441975,0,0,0.7314069064969702,0.5541368807470646,0.7796983443441043,0.882081447040772,0.9113981921717629,0.9154424754930763,0.576174541071619,0,0,0.5837526799641833,0.8289015077520707,0.9517706738546468,1,0.03,NA,NA,NA,NA,NA
SOX2,0,0,0,0,0,0,0,0.5047826053364126,0.8658341841806172,0.7900742431407819,0.8055041574517222,0.9127762548314359,0.9154424754930763,0,0,0,0.9999935687263114,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
ARID2,1,1,0,0,0.62345897986448,0,0,0.6603032297275867,0.6109707537164801,0.8088502005778795,0.8789556049896143,0.9113981921717629,0.9154424754930763,0.37688156760093994,0,0,0.49839860592005103,0.8755864436838068,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
SCN11A,2,2,0,0,1.138786073834908,0,0,0.8782988486947655,0.549516656749514,0.8200736316527408,0.9148946340570474,0.9113981921717629,0.9154424754930763,0.5168683538111245,0,0,0.5130339083299467,0.8114518033557745,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
EZH2,0,1,0,0,1.829967479519933,0,0,0.62198432229535106,0.7390361145856179,0.8314425707713213,0.8789556049896143,0.9113981921717629,0.9154424754930763,1e4,0,0,0.4398088683824791,0.8629401984352236,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
GRIN2A,2,2,0,0,1.229308336525169,0,0,0.8088734043380579,0.6087792257563531,0.8451215462314864,0.882081447040772,0.9113981921717629,0.9154424754930763,0.49614077748040464,0,0,0.48773614069486704,0.8238830393290423,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
ARID1A,0,1,0,0,0.6840123847603684,0,0,0.7370789582533575,0.6259384738343442,0.8494911829464575,0.882081447040772,0.9113981921717629,0.9154424754930763,1e4,0,0,0.4007111651538512,0.8447904732505487,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
SETD2,0,2,0,0,1.2241481345320866,0,0,0.8278627978543127,0.6134143815978748,0.8496993797295249,0.8849169841727978,0.9113981921717629,0.9154424754930763,1e4,0,0,0.2775594758185067,0.7031448330596319,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
FGFR2,0,1,0,0,1.713417196088726,0,0,0.6585012323949151,0.7359484434713665,0.850792906326821,0.8789556049896143,0.9113981921717629,0.9154424754930763,1e4,0,0,0.39699918940142676,0.8373842254892591,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
FGFR1,0,1,0,0,1.738549111492825,0,0,0.6503061074334857,0.7475036729646569,0.8511736523533501,0.8789556049896143,0.9113981921717629,0.9154424754930763,1e4,0,0,0.36238331923794287,0.8142540987913544,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
RBM10,0,1,0,0,1.6135221021713795,0,0,0.6929855911838358,0.6996266003671492,0.8514849814719325,0.882081447040772,0.9113981921717629,0.9154424754930763,1e4,0,0,0.36448557107361057,0.8066888931503305,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
HRAS,0,0,0,0,0,0,0,0.6087023380233489,0.882244795235501,0.8680475653085467,0.8789556049896143,0.9127762548314359,0.9154424754930763,0,0,0,0.9999951286883818,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
NRAS,0,0,0,0,0,0,0,0.6108438386161175,0.8811792212889321,0.869231282489337,0.8789556049896143,0.9127762548314359,0.9154424754930763,0,0,0,0.99999517061516,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
NOTCH3,0,1,0,0,0.7251749824706456,0,0,0.7772388504781719,0.6412887890344285,0.8698883803132513,0.882081447040772,0.9113981921717629,0.9154424754930763,1e4,0,0,0.3782879841640001,0.829709325196499,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
PIK3CA,0,1,0,0,1.367997160738747,0,0,0.7930342173244679,0.6620537207975316,0.8715201528663837,0.882081447040772,0.9113981921717629,0.9154424754930763,1e4,0,0,0.4363391729766475,0.8510983868284802,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
KRAS,0,0,0,0,0,0,0,0.6125113336028278,0.8928412112499782,0.8720238619226197,0.8789556049896143,0.9127762548314359,0.9154424754930763,0,0,0,0.9999952010477736,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
CDKN2A.p16INK4a,0,0,0,0,0,0,0,0.6275998249843513,0.9127762548314359,0.883892639207795,0.8789556049896143,0.9127762548314359,0.9154424754930763,0,0,0,0.999995399064183,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
BRAF,1,1,0,0,1.316907545405891,0,0,0.8115149312775103,0.6762491498522234,0.8865909566536356,0.882081447040772,0.9113981921717629,0.9154424754930763,0.3932284772061957,0,0,0.5166203547357668,0.8635438322626319,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
EGFR,0,1,0,0,1.2752331825820895,0,0,0.837721411683582,0.6928827308860483,0.9013397633916408,0.8849169841727978,0.9113981921717629,0.9154424754930763,1e4,0,0,0.3703963591317565,0.8174562786538886,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
CDKN2A.p14arf,0,0,0,0,0,0,0,0.6680062597921068,0.9042084656660541,0.905759315121176,0.8789556049896143,0.9127762548314359,0.9154424754930763,0,0,0,0.9999959515193677,1,0.9999959515193677,1,0.03,NA,NA,NA,NA,NA
ERBB4,0,1,0,0,1.105208571863585,0,0,0.9320369658244456,0.6750150532985204,0.9101800110945258,0.9339462802084937,0.9113981921717629,0.9154424754930763,1e4,0,0,0.41540730010489146,0.8494381237406721,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
PTCH1,0,1,0,0,1.12983521017679,0,0,0.9172633041672138,0.688805270328968,0.9154424754930763,0.9339462802084937,0.9113981921717629,0.9154424754930763,1e4,0,0,0.346841275363852,0.8013232474320607,0.9408712012781839,1,0.03,NA,NA,NA,NA,NA
NOTCH1,9,74,19,7,4.793172383659658,21.26202878872584,21.26202878872584,2.093355955246068e-8,0,0,1.570016966434551e-6,0,0,4.389009602479592,20.38822235202849,17.346834652194005,4.832725328807186e-7,2.886579864025407e-15,3.6245439966053894e-5,2.1649348980190553e-13,0.08,3,13.305425143453315,0.005275893876661438,0,0
FAT1,9,28,11,5,1.4274477416535554,11.998226244851601,11.998226244851601,0.3202111205446767,1.6104487743362483e-9,2.8539530738669328e-9,0.7277525466924472,6.039182903760931e-8,1.0702324027000998e-7,1.3642983671762199,9.435987112377124,21.785934827975357,0.4056854963850328,8.50685211162272e-9,0.9220124917841656,3.19006954185852e-7,0.08,1,2.4703033824846856,0.2957641346277605,1.8479606955779104e-8,6.929852608417164e-7
NOTCH2,5,48,11,3,4.351036538964174,13.572575786155658,13.572575786155658,4.4427722918016777e-5,2.1919993486996248e-8,3.958850891550014e-8,0.0016660396094256291,5.479998371749062e-7,9.897127228875036e-7,4.005878536819397,13.562009668543594,9.69998543920479,3.8884403720507166e-4,2.3942932598775e-6,0.014581651395190187,5.9857331496937505e-5,0.08,1,4.585850413520316,0.1820773598544051,1.423473290351751e-7,3.5586832258793777e-6
TP53,4,11,2,3,2.6884118562969426,12.526882637225295,12.526882637225295,0.05457909555159346,3.1439831644608507e-4,0.0010415973409845236,0.6718850241634627,0.005894968433364095,0.019529950143459818,1.2686787490783864,3.778402664514976,9.479196702374571,0.6782414581141518,0.03888843078759108,0.9546567385804462,0.5833264618138662,0.08,0,0,1,0.008194246114173298,0.15364211464074934
ARID2,1,5,2,1,1.3430169167243395,8.863384930557501,8.863384930557501,0.7162833171037519,0.018577349338790183,0.048620143268428784,0.9767499778687525,0.27866024008185275,0.6004175924486493,1.812817444491961,10.616130598810715,16.035373626454394,0.5628515136006531,0.09405588091819372,0.9546567385804462,0.8447377819785312,0.08,1,6.17441297506657,0.14125729558657962,0.04107645058560816,0.5816339228161092
NOTCH3,6,13,2,1,1.106622190848447,3.197636179123962,3.197636179123962,0.8275781563026373,0.12446222581728561,0.29339418168704867,0.9929958278175575,0.683802729529337,0.7139038322241497,1.0315043794162326,2.892164296789263,3.1746844105690486,0.9497932585497099,0.5118327616725993,0.9999885634626229,0.9503288974693693,0.08,2,9.764187960570391,0.027199464450722757,0.04653071382528873,0.5816339228161092
SCN1A,13,26,0,0,1.1826867187711627,0,0,0.6094173289320661,0.04121467977221305,0.07793640075064401,0.9326535745486373,0.38638762286449735,0.6004175924486493,0.9088191700742406,0,0,0.7795297728273042,0.1464212155429454,0.9794663663381803,0.8447377819785312,0.08,1,5.6399115533443895,0.15278413038097116,0.06466446988659125,0.6928336059277633
PREX2,6,21,1,0,1.8676066614242735,0.7441728623089144,0.7441728623089144,0.13258252318972774,0.7741573698100797,0.23473503887594482,0.6718850241634627,0.8593209551471196,0.7139038322241497,1.4007101107245201,1.0100870878854793,0,0.45321662995110057,0.45238554297680733,0.9546567385804462,0.9503288974693693,0.08,1,7.054276429509786,0.12565014671801267,0.13341986101546055,0.9980377363816697
PPP1R3A,9,27,0,0,1.7815893479052025,0,0,0.10402160684235662,0.11333498559016364,0.039433868159681085,0.6718850241634627,0.683802729529337,0.5915080223952163,0.9956453829172858,0,0,0.9909568050924242,0.20259137616264455,0.9999885634626229,0.9503288974693693,0.08,0,0,1,0.16692869954872058,0.9980377363816697
FGFR3,2,4,0,0,1.244105799660334,0,0,0.7726945710739247,0.45040329865194206,0.6909092435001287,0.9929958278175575,0.799260632879969,0.863636554375161,1.1647063896840688,0,0,0.8591298916987848,0.8695233640557631,0.99134140460225,0.958884575055678,0.08,1,14.012635626974316,0.06704648046188312,0.18863276268532525,0.9980377363816697
KMT2C,3,17,1,0,1.759568449012355,1.0886630028268167,1.0886630028268167,0.2796571200822522,0.9398553707697451,0.5236559834377481,0.6824943990462488,0.9525561190233904,0.7854839751566222,2.0026508353508223,1.6411751544718636,0,0.23054830864908227,0.5475176934769495,0.8365506023532806,0.9503288974693693,0.08,2,4.562778113190672,0.09035224595161165,0.19166505993345717,0.9980377363816697
RBM10,2,4,2,1,1.1012378959111782,6.796774544202901,6.796774544202901,0.8987100878911751,0.027608087903359224,0.06874010211297632,0.9929958278175575,0.3381879955909106,0.6004175924486493,1.0162717132267587,6.482256068331453,5.890888435278935,0.9851168314405467,0.1677743399689252,0.9999885634626229,0.898791106976385,0.08,0,0,1,0.2527863996793638,0.9980377363816697
EGFR,0,6,0,2,4.39646842538591,13.056334551244957,13.056334551244957,0.10103959888209424,0.031564212921818324,0.07112795066450983,0.6718850241634627,0.3381879955909106,0.6004175924486493,1e4,0,1e4,0.026510452117254335,0.012218589107982902,0.397656781758815,0.22909854577467942,0.08,0,0,1,0.2591386774709933,0.9980377363816697
ADAM29,5,16,0,0,2.205940497194019,0,0,0.08136275341822918,0.2766846831594797,0.08005567899315325,0.6718850241634627,0.7526646765713914,0.6004175924486493,1.2738809840341074,0,0,0.6296530321895244,0.43503056549168795,0.9546567385804462,0.9503288974693693,0.08,0,0,1,0.2821989022011082,0.9980377363816697
NFE2L2,2,0,0,0,0,0,0,0.036559502365697494,0.48333957828994,0.09942974720859288,0.6718850241634627,0.799260632879969,0.6779300946040424,0,0,0,0.022367809991258203,0.14201363829289781,0.397656781758815,0.8447377819785312,0.08,0,0,1,0.3289438246819407,0.9980377363816697
KMT2D,12,17,3,0,0.6698570054404126,1.5710865749557115,1.5710865749557115,0.2818257004647161,0.50135402037169,0.32308208750838485,0.6824943990462488,0.799260632879969,0.7139038322241497,0.6516216667872436,2.0280084351269676,0,0.263503813777048,0.2567219910988161,0.8983084560581183,0.9503288974693693,0.08,1,2.046988483608202,0.3378856872381002,0.35095357483986633,0.9980377363816697
FGFR2,0,6,0,0,4.889484440345076,0,0,0.07635337331008274,0.6137334826184377,0.1386834774813639,0.6718850241634627,0.799260632879969,0.7139038322241497,1e4,0,0,0.0329993600156927,0.14355156923522772,0.4124920001961588,0.8447377819785312,0.08,0,0,1,0.4126611584348141,0.9980377363816697
KCNH5,1,8,0,0,3.3029036034376564,0,0,0.09106531802188511,0.49852987130870685,0.1413081187103289,0.6718850241634627,0.799260632879969,0.7139038322241497,3.8814060059458857,0,0,0.1304529176348308,0.3259839958634867,0.7490272833694047,0.9503288974693693,0.08,0,0,1,0.4178216165142704,0.9980377363816697
SALL1,9,25,2,0,1.9077881965174546,2.83907667384076,2.83907667384076,0.0719973187028985,0.23129458184331975,0.14502772724603918,0.6718850241634627,0.749691335644874,0.7139038322241497,1.4461993127745412,2.2924845922877486,0,0.3295414865766647,0.6534953351050283,0.9178819012396173,0.9503288974693693,0.08,0,0,1,0.4250516620598117,0.9980377363816697
AURKA,0,4,0,1,4.812919331910474,10.163465115162877,10.163465115162877,0.1056387570671381,0.13205489542532967,0.15573187109214492,0.6718850241634627,0.683802729529337,0.7139038322241497,1e4,0,1e4,0.1084032629182583,0.1310105384015796,0.6775203932391144,0.8447377819785312,0.08,0,0,1,0.445333899328882,0.9980377363816697
